CONCURSO,R1,R2,R3,R4,R5,FECHA
19198,6,9,4,7,8,2016-06-02
19197,3,5,6,4,1,2016-06-02
19196,8,5,4,0,9,2016-06-01
19195,4,6,9,5,1,2016-06-01
19194,2,2,1,6,0,2016-06-01
19193,8,8,4,5,2,2016-05-31
19192,8,4,2,7,1,2016-05-31
19191,8,7,5,3,5,2016-05-31
19190,5,8,2,5,2,2016-05-30
19189,6,9,0,0,2,2016-05-30
19188,4,0,2,3,0,2016-05-30
19187,9,6,9,8,2,2016-05-29
19186,1,7,2,1,5,2016-05-29
19185,1,9,3,9,1,2016-05-29
19184,4,1,6,9,0,2016-05-28
19183,4,2,3,3,5,2016-05-28
19182,0,0,7,5,5,2016-05-28
19181,7,5,7,5,0,2016-05-27
19180,7,2,6,3,5,2016-05-27
19179,6,6,3,9,8,2016-05-27
19178,1,2,0,9,3,2016-05-26
19177,2,3,8,8,1,2016-05-26
19176,1,4,6,0,8,2016-05-26
19175,9,9,7,5,1,2016-05-25
19174,6,6,1,6,9,2016-05-25
19173,4,3,7,0,5,2016-05-25
19172,8,3,3,4,6,2016-05-24
19171,6,0,4,5,9,2016-05-24
19170,9,7,5,0,2,2016-05-24
19169,1,1,4,4,3,2016-05-23
19168,4,4,8,3,6,2016-05-23
19167,4,0,3,8,3,2016-05-23
19166,5,2,5,3,4,2016-05-22
19165,9,1,6,7,3,2016-05-22
19164,4,2,1,1,7,2016-05-22
19163,7,3,7,1,6,2016-05-21
19162,8,7,0,6,7,2016-05-21
19161,1,3,2,5,7,2016-05-21
19160,7,3,8,9,2,2016-05-20
19159,5,5,2,1,9,2016-05-20
19158,3,2,6,9,8,2016-05-20
19157,0,3,9,1,8,2016-05-19
19156,5,7,1,3,0,2016-05-19
19155,6,8,2,6,5,2016-05-19
19154,6,9,0,6,0,2016-05-18
19153,5,5,5,3,6,2016-05-18
19152,5,7,1,3,7,2016-05-18
19151,3,0,2,8,4,2016-05-17
19150,9,4,8,9,5,2016-05-17
19149,4,0,3,3,9,2016-05-17
19148,7,0,1,6,8,2016-05-16
19147,1,6,7,7,4,2016-05-16
19146,9,3,3,6,2,2016-05-16
19145,2,5,5,9,9,2016-05-15
19144,1,1,8,1,6,2016-05-15
19143,6,6,4,6,3,2016-05-15
19142,7,4,4,9,3,2016-05-14
19141,7,7,0,7,3,2016-05-14
19140,1,8,8,7,1,2016-05-14
19139,5,6,4,8,9,2016-05-13
19138,0,6,7,8,1,2016-05-13
19137,6,2,8,4,2,2016-05-13
19136,7,2,0,3,1,2016-05-12
19135,5,9,2,1,5,2016-05-12
19134,9,1,2,8,6,2016-05-12
19133,2,1,3,2,6,2016-05-11
19132,3,3,5,7,8,2016-05-11
19131,2,2,1,7,3,2016-05-11
19130,5,6,7,6,4,2016-05-10
19129,1,9,1,2,8,2016-05-10
19128,0,0,9,9,5,2016-05-10
19127,2,7,4,2,1,2016-05-09
19126,0,5,7,6,3,2016-05-09
19125,9,9,1,5,8,2016-05-09
19124,6,1,1,3,3,2016-05-08
19123,5,5,0,9,9,2016-05-08
19122,3,5,0,7,9,2016-05-08
19121,6,0,0,9,4,2016-05-07
19120,2,1,9,0,9,2016-05-07
19119,1,3,0,2,9,2016-05-07
19118,9,6,6,7,7,2016-05-06
19117,8,4,1,5,8,2016-05-06
19116,1,1,6,2,2,2016-05-06
19115,2,0,7,2,2,2016-05-05
19114,8,8,3,9,4,2016-05-05
19113,7,0,3,2,7,2016-05-05
19112,7,5,4,6,7,2016-05-04
19111,4,8,8,4,7,2016-05-04
19110,1,1,2,6,1,2016-05-04
19109,9,2,7,8,7,2016-05-03
19108,9,1,8,8,5,2016-05-03
19107,2,1,6,7,1,2016-05-03
19106,5,5,4,2,0,2016-05-02
19105,2,0,2,7,1,2016-05-02
19104,8,0,0,5,0,2016-05-02
19103,9,2,7,5,9,2016-05-01
19102,4,0,0,5,2,2016-05-01
19101,3,0,8,0,3,2016-05-01
19100,4,9,4,2,7,2016-04-30
19099,1,2,5,3,8,2016-04-30
19098,8,0,7,9,8,2016-04-30
19097,8,6,7,9,8,2016-04-29
19096,8,5,4,1,2,2016-04-29
19095,9,9,3,7,0,2016-04-29
19094,6,8,2,6,8,2016-04-28
19093,0,0,3,3,1,2016-04-28
19092,9,1,5,0,8,2016-04-28
19091,2,7,7,2,2,2016-04-27
19090,0,4,6,0,7,2016-04-27
19089,0,0,4,6,7,2016-04-27
19088,2,5,9,6,7,2016-04-26
19087,2,4,7,3,4,2016-04-26
19086,0,1,1,1,2,2016-04-26
19085,2,5,5,6,0,2016-04-25
19084,1,6,4,0,2,2016-04-25
19083,0,7,1,2,0,2016-04-25
19082,6,0,6,9,6,2016-04-24
19081,3,2,3,2,9,2016-04-24
19080,8,6,9,7,7,2016-04-24
19079,3,0,4,8,1,2016-04-23
19078,4,7,0,5,2,2016-04-23
19077,4,4,0,3,9,2016-04-23
19076,3,2,5,6,8,2016-04-22
19075,2,1,5,4,9,2016-04-22
19074,4,9,4,7,0,2016-04-22
19073,1,3,9,9,2,2016-04-21
19072,5,4,6,7,4,2016-04-21
19071,4,1,6,3,1,2016-04-21
19070,7,4,8,4,8,2016-04-20
19069,6,2,3,6,9,2016-04-20
19068,4,7,4,0,2,2016-04-20
19067,3,5,1,0,5,2016-04-19
19066,5,5,1,6,1,2016-04-19
19065,2,0,2,4,7,2016-04-19
19064,0,7,7,0,1,2016-04-18
19063,3,6,4,3,7,2016-04-18
19062,4,5,7,0,1,2016-04-18
19061,1,5,9,0,5,2016-04-17
19060,6,7,9,6,4,2016-04-17
19059,3,4,3,1,5,2016-04-17
19058,0,6,0,5,0,2016-04-16
19057,3,7,2,9,6,2016-04-16
19056,6,7,5,6,1,2016-04-16
19055,9,2,5,3,1,2016-04-15
19054,3,9,4,8,4,2016-04-15
19053,9,2,0,8,3,2016-04-15
19052,0,3,6,5,9,2016-04-14
19051,3,4,3,8,3,2016-04-14
19050,9,3,6,2,5,2016-04-14
19049,5,1,7,1,8,2016-04-13
19048,3,6,8,3,0,2016-04-13
19047,8,0,7,8,6,2016-04-13
19046,0,4,4,6,3,2016-04-12
19045,9,5,4,1,7,2016-04-12
19044,8,9,6,8,3,2016-04-12
19043,7,5,9,5,5,2016-04-11
19042,1,7,4,4,1,2016-04-11
19041,6,3,7,3,5,2016-04-11
19040,7,3,0,2,4,2016-04-10
19039,2,1,9,1,4,2016-04-10
19038,0,3,1,8,8,2016-04-10
19037,2,0,9,2,8,2016-04-09
19036,8,7,9,8,2,2016-04-09
19035,9,4,2,9,4,2016-04-09
19034,5,4,7,7,4,2016-04-08
19033,4,2,4,3,6,2016-04-08
19032,0,8,4,0,6,2016-04-08
19031,8,1,5,0,0,2016-04-07
19030,2,4,0,6,4,2016-04-07
19029,6,8,0,8,0,2016-04-07
19028,9,1,7,0,2,2016-04-06
19027,1,1,3,9,0,2016-04-06
19026,1,2,9,0,6,2016-04-06
19025,5,3,7,2,7,2016-04-05
19024,6,0,3,2,8,2016-04-05
19023,9,8,5,6,5,2016-04-05
19022,9,6,0,2,7,2016-04-04
19021,6,4,7,3,6,2016-04-04
19020,2,1,5,4,4,2016-04-04
19019,3,0,8,1,1,2016-04-03
19018,2,9,6,0,9,2016-04-03
19017,8,7,8,8,6,2016-04-03
19016,7,2,8,2,2,2016-04-02
19015,0,4,4,7,0,2016-04-02
19014,6,0,5,3,6,2016-04-02
19013,9,3,3,0,1,2016-04-01
19012,8,2,4,7,6,2016-04-01
19011,6,4,2,9,7,2016-04-01
19010,6,6,4,0,0,2016-03-31
19009,7,3,5,7,3,2016-03-31
19008,2,3,2,1,2,2016-03-31
19007,6,2,7,7,8,2016-03-30
19006,6,4,8,8,3,2016-03-30
19005,9,9,5,6,9,2016-03-30
19004,7,2,6,9,3,2016-03-29
19003,7,8,7,8,7,2016-03-29
19002,4,7,7,5,6,2016-03-29
19001,6,5,9,7,7,2016-03-28
19000,3,6,3,5,9,2016-03-28
18999,2,4,7,3,3,2016-03-28
18998,1,6,1,5,6,2016-03-27
18997,1,1,3,7,5,2016-03-27
18996,5,4,8,4,5,2016-03-27
18995,0,2,3,5,0,2016-03-26
18994,3,0,8,7,0,2016-03-26
18993,2,2,3,5,2,2016-03-26
18992,2,3,8,6,1,2016-03-25
18991,0,7,8,7,3,2016-03-25
18990,6,3,4,7,1,2016-03-25
18989,3,3,0,5,7,2016-03-24
18988,1,3,6,9,5,2016-03-24
18987,4,0,2,3,7,2016-03-24
18986,5,3,9,2,5,2016-03-23
18985,8,8,3,4,7,2016-03-23
18984,8,0,7,3,8,2016-03-23
18983,2,7,9,6,6,2016-03-22
18982,3,8,6,2,6,2016-03-22
18981,8,4,8,3,8,2016-03-22
18980,1,8,0,5,8,2016-03-21
18979,2,0,6,0,1,2016-03-21
18978,1,1,9,0,9,2016-03-21
18977,8,3,8,5,3,2016-03-20
18976,5,1,4,2,7,2016-03-20
18975,9,3,0,6,1,2016-03-20
18974,3,1,9,1,1,2016-03-19
18973,6,5,1,9,3,2016-03-19
18972,1,2,2,7,2,2016-03-19
18971,3,4,8,1,6,2016-03-18
18970,5,9,8,4,0,2016-03-18
18969,3,6,5,9,1,2016-03-18
18968,9,6,6,6,7,2016-03-17
18967,1,0,0,8,7,2016-03-17
18966,4,4,4,3,7,2016-03-17
18965,7,9,4,0,2,2016-03-16
18964,3,6,5,2,4,2016-03-16
18963,3,2,1,3,6,2016-03-16
18962,9,1,7,5,5,2016-03-15
18961,2,5,4,4,9,2016-03-15
18960,8,4,5,8,6,2016-03-15
18959,9,5,7,5,4,2016-03-14
18958,5,4,8,1,8,2016-03-14
18957,6,1,4,9,2,2016-03-14
18956,1,5,1,2,8,2016-03-13
18955,2,2,9,1,8,2016-03-13
18954,3,9,6,6,3,2016-03-13
18953,8,8,4,3,1,2016-03-12
18952,1,6,6,9,0,2016-03-12
18951,8,8,1,7,1,2016-03-12
18950,0,9,5,1,1,2016-03-11
18949,0,1,9,2,8,2016-03-11
18948,9,1,8,7,6,2016-03-11
18947,7,7,2,3,8,2016-03-10
18946,0,9,8,2,7,2016-03-10
18945,6,2,3,8,5,2016-03-10
18944,5,6,9,2,2,2016-03-09
18943,0,6,3,5,7,2016-03-09
18942,7,2,4,0,1,2016-03-09
18941,0,8,4,8,1,2016-03-08
18940,1,5,5,3,1,2016-03-08
18939,2,4,2,3,5,2016-03-08
18938,9,3,5,1,8,2016-03-07
18937,4,9,2,6,4,2016-03-07
18936,6,3,9,0,3,2016-03-07
18935,6,4,3,2,4,2016-03-06
18934,4,6,3,4,7,2016-03-06
18933,9,7,6,8,4,2016-03-06
18932,0,4,9,2,4,2016-03-05
18931,5,1,0,8,7,2016-03-05
18930,4,8,6,1,8,2016-03-05
18929,6,6,9,0,7,2016-03-04
18928,3,3,1,2,3,2016-03-04
18927,3,4,7,9,7,2016-03-04
18926,1,8,9,2,2,2016-03-03
18925,9,1,0,7,4,2016-03-03
18924,8,9,6,8,8,2016-03-03
18923,8,6,0,1,6,2016-03-02
18922,6,0,9,3,1,2016-03-02
18921,6,3,0,8,1,2016-03-02
18920,0,5,4,6,0,2016-03-01
18919,6,8,6,6,7,2016-03-01
18918,2,9,3,5,7,2016-03-01
18917,6,0,8,6,3,2016-02-29
18916,6,3,2,0,8,2016-02-29
18915,8,4,8,4,5,2016-02-29
18914,0,7,7,5,2,2016-02-28
18913,4,6,4,4,4,2016-02-28
18912,1,0,2,6,6,2016-02-28
18911,3,1,8,9,0,2016-02-27
18910,3,6,5,9,9,2016-02-27
18909,3,0,0,9,1,2016-02-27
18908,2,1,3,9,5,2016-02-26
18907,5,7,6,2,4,2016-02-26
18906,3,2,5,5,7,2016-02-26
18905,0,0,3,0,0,2016-02-25
18904,9,9,9,1,3,2016-02-25
18903,3,4,4,2,3,2016-02-25
18902,5,5,6,2,9,2016-02-24
18901,7,0,7,3,2,2016-02-24
18900,9,6,0,4,8,2016-02-24
18899,9,3,9,5,3,2016-02-23
18898,7,7,9,9,8,2016-02-23
18897,5,3,8,9,5,2016-02-23
18896,8,0,6,9,1,2016-02-22
18895,9,6,0,5,7,2016-02-22
18894,3,6,4,9,1,2016-02-22
18893,7,9,2,9,8,2016-02-21
18892,9,6,4,4,3,2016-02-21
18891,6,9,1,0,1,2016-02-21
18890,5,7,7,0,2,2016-02-20
18889,3,9,6,7,8,2016-02-20
18888,7,0,3,7,8,2016-02-20
18887,7,6,8,5,7,2016-02-19
18886,8,9,9,3,5,2016-02-19
18885,1,6,0,3,3,2016-02-19
18884,2,3,8,3,5,2016-02-18
18883,8,5,0,0,4,2016-02-18
18882,6,8,7,4,5,2016-02-18
18881,5,7,0,9,4,2016-02-17
18880,6,7,0,3,6,2016-02-17
18879,7,0,1,6,7,2016-02-17
18878,2,3,5,5,5,2016-02-16
18877,4,7,2,3,5,2016-02-16
18876,6,1,4,7,5,2016-02-16
18875,9,0,2,4,4,2016-02-15
18874,8,5,6,8,7,2016-02-15
18873,6,3,0,9,5,2016-02-15
18872,8,1,0,3,7,2016-02-14
18871,8,8,1,9,8,2016-02-14
18870,2,4,8,0,4,2016-02-14
18869,0,6,3,4,7,2016-02-13
18868,7,5,3,8,9,2016-02-13
18867,6,0,7,1,6,2016-02-13
18866,9,8,1,4,8,2016-02-12
18865,6,9,2,1,8,2016-02-12
18864,5,9,7,2,7,2016-02-12
18863,5,4,0,0,0,2016-02-11
18862,2,1,7,4,6,2016-02-11
18861,4,9,7,5,8,2016-02-11
18860,9,5,5,0,3,2016-02-10
18859,3,1,4,6,8,2016-02-10
18858,6,1,3,3,1,2016-02-10
18857,4,5,5,0,2,2016-02-09
18856,7,4,9,4,9,2016-02-09
18855,7,4,2,3,7,2016-02-09
18854,5,9,6,9,8,2016-02-08
18853,4,2,0,5,8,2016-02-08
18852,8,8,4,1,7,2016-02-08
18851,7,6,2,3,1,2016-02-07
18850,0,1,4,3,8,2016-02-07
18849,5,0,2,0,9,2016-02-07
18848,5,7,8,5,4,2016-02-06
18847,3,5,8,6,8,2016-02-06
18846,0,5,9,8,4,2016-02-06
18845,7,4,4,0,6,2016-02-05
18844,6,3,5,7,4,2016-02-05
18843,2,7,5,5,7,2016-02-05
18842,3,1,9,8,5,2016-02-04
18841,4,3,6,9,6,2016-02-04
18840,7,6,4,0,2,2016-02-04
18839,3,9,6,1,0,2016-02-03
18838,3,3,7,4,1,2016-02-03
18837,3,2,7,3,4,2016-02-03
18836,3,7,9,0,0,2016-02-02
18835,8,0,8,4,6,2016-02-02
18834,1,8,4,4,9,2016-02-02
18833,4,5,7,4,4,2016-02-01
18832,9,7,4,5,1,2016-02-01
18831,1,3,4,9,7,2016-02-01
18830,5,8,2,8,9,2016-01-31
18829,6,9,3,9,6,2016-01-31
18828,6,5,5,1,6,2016-01-31
18827,5,0,8,5,1,2016-01-30
18826,2,7,5,1,1,2016-01-30
18825,8,5,0,5,3,2016-01-30
18824,8,3,7,8,6,2016-01-29
18823,5,5,9,7,4,2016-01-29
18822,2,2,1,0,5,2016-01-29
18821,0,4,2,7,6,2016-01-28
18820,2,8,9,8,4,2016-01-28
18819,4,9,3,5,0,2016-01-28
18818,9,7,0,1,9,2016-01-27
18817,0,1,8,2,0,2016-01-27
18816,6,6,5,8,7,2016-01-27
18815,6,3,1,3,6,2016-01-26
18814,9,0,1,4,0,2016-01-26
18813,2,0,9,7,2,2016-01-26
18812,4,9,6,4,4,2016-01-25
18811,2,9,4,9,3,2016-01-25
18810,3,2,2,0,6,2016-01-25
18809,6,0,7,9,0,2016-01-24
18808,0,8,3,6,6,2016-01-24
18807,4,4,5,8,1,2016-01-24
18806,4,4,0,4,0,2016-01-23
18805,1,6,4,7,4,2016-01-23
18804,9,0,3,7,3,2016-01-23
18803,7,5,5,3,9,2016-01-22
18802,5,7,6,6,8,2016-01-22
18801,1,2,4,3,0,2016-01-22
18800,1,0,2,7,8,2016-01-21
18799,4,7,4,9,6,2016-01-21
18798,3,9,4,1,6,2016-01-21
18797,3,8,4,2,2,2016-01-20
18796,7,3,4,6,3,2016-01-20
18795,0,1,4,3,9,2016-01-20
18794,3,5,1,9,0,2016-01-19
18793,0,2,8,1,5,2016-01-19
18792,5,5,3,7,1,2016-01-19
18791,1,6,6,8,8,2016-01-18
18790,5,0,7,8,1,2016-01-18
18789,1,3,1,5,8,2016-01-18
18788,8,1,2,1,0,2016-01-17
18787,6,7,8,8,4,2016-01-17
18786,6,9,7,1,1,2016-01-17
18785,0,9,5,5,5,2016-01-16
18784,5,8,9,2,4,2016-01-16
18783,3,0,1,7,2,2016-01-16
18782,6,3,3,8,5,2016-01-15
18781,7,6,7,6,7,2016-01-15
18780,7,0,2,8,6,2016-01-15
18779,5,0,9,3,9,2016-01-14
18778,8,2,9,0,4,2016-01-14
18777,4,7,2,4,3,2016-01-14
18776,2,3,8,1,3,2016-01-13
18775,6,4,5,6,2,2016-01-13
18774,0,2,8,8,9,2016-01-13
18773,3,9,9,5,1,2016-01-12
18772,3,7,2,5,7,2016-01-12
18771,2,8,7,8,9,2016-01-12
18770,8,7,8,4,9,2016-01-11
18769,6,2,7,3,1,2016-01-11
18768,7,5,1,6,1,2016-01-11
18767,8,3,8,6,2,2016-01-10
18766,4,0,3,9,8,2016-01-10
18765,7,3,1,2,8,2016-01-10
18764,6,2,5,7,9,2016-01-09
18763,6,2,9,3,2,2016-01-09
18762,0,8,5,6,5,2016-01-09
18761,0,0,6,4,3,2016-01-08
18760,8,1,7,5,8,2016-01-08
18759,5,7,0,3,4,2016-01-08
18758,8,8,6,3,7,2016-01-07
18757,6,7,7,1,4,2016-01-07
18756,9,3,8,4,3,2016-01-07
18755,4,3,1,4,8,2016-01-06
18754,5,6,9,3,4,2016-01-06
18753,3,1,0,0,9,2016-01-06
18752,6,5,5,7,0,2016-01-05
18751,4,4,9,7,7,2016-01-05
18750,9,7,8,7,6,2016-01-05
18749,1,6,0,6,9,2016-01-04
18748,7,0,6,4,2,2016-01-04
18747,3,8,8,5,3,2016-01-04
18746,0,8,2,0,2,2016-01-03
18745,3,0,3,9,7,2016-01-03
18744,5,2,4,0,1,2016-01-03
18743,0,1,6,0,0,2016-01-02
18742,7,6,0,7,5,2016-01-02
18741,2,1,1,5,7,2016-01-02
18740,5,3,1,0,5,2016-01-01
18739,0,9,0,0,5,2016-01-01
18738,4,0,8,5,0,2016-01-01
18737,8,8,3,4,2,2015-12-31
18736,1,6,7,6,1,2015-12-31
18735,0,0,1,7,6,2015-12-31
18734,8,8,5,8,2,2015-12-30
18733,9,4,8,8,3,2015-12-30
18732,4,7,6,9,4,2015-12-30
18731,8,4,3,6,3,2015-12-29
18730,4,8,6,7,1,2015-12-29
18729,8,4,3,7,0,2015-12-29
18728,5,7,3,6,1,2015-12-28
18727,2,3,8,4,2,2015-12-28
18726,1,1,6,1,5,2015-12-28
18725,6,7,9,4,0,2015-12-27
18724,4,3,1,0,1,2015-12-27
18723,8,6,0,6,9,2015-12-27
18722,6,1,8,2,7,2015-12-26
18721,2,0,3,3,2,2015-12-26
18720,4,5,7,4,4,2015-12-26
18719,4,2,7,9,3,2015-12-25
18718,9,6,8,8,1,2015-12-25
18717,2,2,0,3,5,2015-12-25
18716,4,5,8,2,8,2015-12-24
18715,8,6,4,2,7,2015-12-24
18714,6,9,0,1,4,2015-12-24
18713,3,8,7,4,8,2015-12-23
18712,3,4,6,8,9,2015-12-23
18711,0,3,3,6,4,2015-12-23
18710,2,6,4,3,0,2015-12-22
18709,6,9,5,5,2,2015-12-22
18708,9,1,7,1,9,2015-12-22
18707,3,5,9,7,7,2015-12-21
18706,2,0,5,9,7,2015-12-21
18705,2,2,4,3,9,2015-12-21
18704,0,8,8,9,4,2015-12-20
18703,4,3,3,2,1,2015-12-20
18702,7,6,2,4,2,2015-12-20
18701,9,6,4,6,5,2015-12-19
18700,4,1,8,0,0,2015-12-19
18699,3,4,2,9,7,2015-12-19
18698,1,0,2,5,9,2015-12-18
18697,0,5,4,2,0,2015-12-18
18696,5,7,0,6,8,2015-12-18
18695,1,0,8,8,4,2015-12-17
18694,4,9,4,9,5,2015-12-17
18693,0,8,2,1,8,2015-12-17
18692,0,6,4,9,4,2015-12-16
18691,4,7,4,2,0,2015-12-16
18690,6,4,4,3,2,2015-12-16
18689,3,9,5,9,7,2015-12-15
18688,3,8,8,9,4,2015-12-15
18687,0,6,5,3,9,2015-12-15
18686,2,8,2,1,2,2015-12-14
18685,1,9,8,0,3,2015-12-14
18684,0,8,1,7,0,2015-12-14
18683,1,6,7,2,9,2015-12-13
18682,0,8,7,0,1,2015-12-13
18681,1,7,6,7,8,2015-12-13
18680,1,1,5,3,7,2015-12-12
18679,3,7,2,8,4,2015-12-12
18678,9,2,3,0,7,2015-12-12
18677,9,2,9,6,5,2015-12-11
18676,6,3,0,3,1,2015-12-11
18675,0,1,8,3,0,2015-12-11
18674,7,2,4,0,8,2015-12-10
18673,3,4,4,3,3,2015-12-10
18672,6,9,6,3,3,2015-12-10
18671,7,5,0,3,3,2015-12-09
18670,5,2,2,8,1,2015-12-09
18669,0,6,8,5,8,2015-12-09
18668,9,8,7,9,1,2015-12-08
18667,7,0,0,7,5,2015-12-08
18666,1,0,3,0,2,2015-12-08
18665,3,9,4,6,0,2015-12-07
18664,4,4,4,6,1,2015-12-07
18663,0,5,0,3,6,2015-12-07
18662,5,0,3,0,7,2015-12-06
18661,1,1,8,6,9,2015-12-06
18660,9,5,3,0,6,2015-12-06
18659,4,0,6,4,8,2015-12-05
18658,6,4,4,7,1,2015-12-05
18657,5,0,0,1,3,2015-12-05
18656,6,6,5,8,8,2015-12-04
18655,6,2,9,5,4,2015-12-04
18654,5,6,1,4,6,2015-12-04
18653,9,5,9,5,4,2015-12-03
18652,9,2,2,2,6,2015-12-03
18651,8,8,8,5,2,2015-12-03
18650,3,1,1,5,7,2015-12-02
18649,3,6,5,3,6,2015-12-02
18648,0,5,9,4,9,2015-12-02
18647,5,6,5,9,2,2015-12-01
18646,0,1,0,4,0,2015-12-01
18645,5,3,1,9,3,2015-12-01
18644,8,8,2,7,6,2015-11-30
18643,2,9,2,7,5,2015-11-30
18642,3,7,1,8,0,2015-11-30
18641,3,6,0,8,9,2015-11-29
18640,3,9,3,1,5,2015-11-29
18639,3,5,2,1,0,2015-11-29
18638,3,4,1,7,2,2015-11-28
18637,8,8,6,4,6,2015-11-28
18636,9,5,1,4,1,2015-11-28
18635,5,8,7,5,1,2015-11-27
18634,5,9,4,8,8,2015-11-27
18633,8,7,3,1,5,2015-11-27
18632,3,2,2,9,5,2015-11-26
18631,2,9,1,6,9,2015-11-26
18630,6,7,7,1,9,2015-11-26
18629,7,7,3,6,3,2015-11-25
18628,9,2,4,8,5,2015-11-25
18627,9,2,4,6,8,2015-11-25
18626,4,1,9,7,6,2015-11-24
18625,8,3,3,3,0,2015-11-24
18624,7,3,4,4,4,2015-11-24
18623,0,1,8,1,0,2015-11-23
18622,3,8,5,5,0,2015-11-23
18621,2,9,2,3,5,2015-11-23
18620,2,0,9,1,7,2015-11-22
18619,9,0,4,0,9,2015-11-22
18618,6,1,4,5,5,2015-11-22
18617,1,6,2,5,3,2015-11-21
18616,6,5,2,9,0,2015-11-21
18615,9,7,3,9,6,2015-11-21
18614,8,9,9,7,0,2015-11-20
18613,3,5,3,2,9,2015-11-20
18612,5,6,9,3,5,2015-11-20
18611,6,4,3,7,7,2015-11-19
18610,7,1,8,0,3,2015-11-19
18609,2,7,9,0,0,2015-11-19
18608,6,1,3,0,6,2015-11-18
18607,3,2,0,0,3,2015-11-18
18606,2,0,9,9,4,2015-11-18
18605,1,0,3,7,6,2015-11-17
18604,5,0,1,8,8,2015-11-17
18603,6,6,9,4,6,2015-11-17
18602,6,9,1,9,3,2015-11-16
18601,4,0,1,4,6,2015-11-16
18600,5,2,7,3,7,2015-11-16
18599,6,7,6,7,9,2015-11-15
18598,3,3,1,5,3,2015-11-15
18597,8,4,6,3,3,2015-11-15
18596,5,5,2,5,2,2015-11-14
18595,1,6,0,8,5,2015-11-14
18594,9,8,1,8,7,2015-11-14
18593,1,3,0,0,9,2015-11-13
18592,0,2,8,1,6,2015-11-13
18591,0,8,7,7,8,2015-11-13
18590,9,5,7,7,7,2015-11-12
18589,7,8,4,8,0,2015-11-12
18588,7,3,4,4,3,2015-11-12
18587,6,9,2,0,7,2015-11-11
18586,6,2,9,5,3,2015-11-11
18585,3,3,8,3,7,2015-11-11
18584,6,8,3,2,3,2015-11-10
18583,9,8,1,2,0,2015-11-10
18582,2,4,1,7,3,2015-11-10
18581,1,0,8,2,1,2015-11-09
18580,9,2,7,0,9,2015-11-09
18579,9,2,0,0,7,2015-11-09
18578,4,3,1,1,1,2015-11-08
18577,8,9,5,0,5,2015-11-08
18576,0,1,8,2,8,2015-11-08
18575,3,8,1,4,8,2015-11-07
18574,3,6,6,1,7,2015-11-07
18573,7,0,8,0,5,2015-11-07
18572,0,8,8,4,9,2015-11-06
18571,9,5,7,8,6,2015-11-06
18570,0,0,1,6,0,2015-11-06
18569,7,8,4,1,7,2015-11-05
18568,2,2,4,7,8,2015-11-05
18567,7,1,1,2,3,2015-11-05
18566,9,4,2,4,8,2015-11-04
18565,0,0,0,6,7,2015-11-04
18564,8,5,1,4,9,2015-11-04
18563,4,0,4,6,0,2015-11-03
18562,7,4,4,9,0,2015-11-03
18561,4,0,4,5,6,2015-11-03
18560,3,8,9,5,8,2015-11-02
18559,3,5,2,4,9,2015-11-02
18558,8,9,6,0,7,2015-11-02
18557,7,1,4,6,1,2015-11-01
18556,0,5,7,2,0,2015-11-01
18555,6,7,1,0,3,2015-11-01
18554,9,5,9,7,6,2015-10-31
18553,1,8,8,2,2,2015-10-31
18552,0,1,6,3,0,2015-10-31
18551,2,6,4,4,3,2015-10-30
18550,9,4,7,7,5,2015-10-30
18549,8,7,0,0,4,2015-10-30
18548,9,7,2,7,6,2015-10-29
18547,0,5,3,1,1,2015-10-29
18546,3,6,1,6,4,2015-10-29
18545,7,2,8,1,0,2015-10-28
18544,3,2,8,2,5,2015-10-28
18543,3,3,6,0,0,2015-10-28
18542,1,4,3,8,5,2015-10-27
18541,3,3,0,5,5,2015-10-27
18540,9,6,8,1,6,2015-10-27
18539,2,4,6,8,5,2015-10-26
18538,4,9,5,4,7,2015-10-26
18537,7,8,0,5,1,2015-10-26
18536,6,2,7,5,2,2015-10-25
18535,0,2,4,9,6,2015-10-25
18534,5,5,9,9,7,2015-10-25
18533,9,5,6,4,0,2015-10-24
18532,4,3,1,8,4,2015-10-24
18531,9,3,6,4,7,2015-10-24
18530,7,9,0,0,3,2015-10-23
18529,2,8,5,1,6,2015-10-23
18528,3,0,5,3,1,2015-10-23
18527,2,9,8,1,9,2015-10-22
18526,6,1,7,5,6,2015-10-22
18525,4,6,1,9,6,2015-10-22
18524,2,3,6,3,9,2015-10-21
18523,4,3,2,4,8,2015-10-21
18522,8,9,0,2,9,2015-10-21
18521,5,2,6,5,5,2015-10-20
18520,5,0,3,1,4,2015-10-20
18519,9,2,5,3,8,2015-10-20
18518,1,3,3,8,0,2015-10-19
18517,5,0,3,9,6,2015-10-19
18516,3,9,7,4,0,2015-10-19
18515,7,8,3,0,0,2015-10-18
18514,4,9,9,6,4,2015-10-18
18513,6,7,3,7,2,2015-10-18
18512,0,3,9,1,7,2015-10-17
18511,9,5,4,0,2,2015-10-17
18510,5,7,4,4,8,2015-10-17
18509,2,6,6,6,6,2015-10-16
18508,4,7,6,0,2,2015-10-16
18507,5,3,0,2,0,2015-10-16
18506,1,5,4,9,1,2015-10-15
18505,1,2,2,2,2,2015-10-15
18504,6,9,4,9,9,2015-10-15
18503,7,5,9,0,5,2015-10-14
18502,4,9,5,4,5,2015-10-14
18501,7,4,3,9,0,2015-10-14
