CONCURSO,ID,F1,F2,F3,F4,F5,F6,FECHA,PRIMOS,REPETIDOS,MEDIA
3605,3513486,2,3,5,19,27,32,2022-06-26,4,2,14.7
3604,3739741,2,3,25,42,50,55,2022-06-24,2,0,29.5
3603,25068398,12,21,30,35,44,48,2022-06-22,0,1,31.7
3602,11827587,4,22,37,45,48,52,2022-06-19,1,1,34.7
3601,30828585,21,36,42,45,49,56,2022-06-17,0,0,41.5
3600,17810039,7,16,30,34,43,51,2022-06-15,2,0,30.2
3599,1093689,1,5,24,49,50,54,2022-06-12,1,1,30.5
3598,28798138,17,20,26,28,54,55,2022-06-10,1,2,33.3
3597,5724766,2,14,20,21,28,47,2022-06-08,2,0,22
3596,15983505,6,17,29,38,41,53,2022-06-05,4,1,30.7
3595,9581582,4,5,9,38,42,54,2022-06-03,1,1,25.3
3594,29168528,17,33,38,40,50,55,2022-06-01,1,1,38.8
3593,19898286,8,22,29,30,34,55,2022-05-29,1,0,29.7
3592,10705800,4,10,25,33,40,50,2022-05-27,0,1,27
3591,31932668,27,31,34,43,50,54,2022-05-25,2,1,39.8
3590,14634530,6,7,24,43,44,46,2022-05-22,2,0,28.3
3589,31930728,27,31,33,39,49,54,2022-05-20,1,0,38.8
3588,7079369,3,5,17,44,45,55,2022-05-18,3,1,28.2
3587,25044669,12,21,24,26,45,48,2022-05-15,0,0,29.3
3586,14690418,6,8,10,14,30,32,2022-05-13,0,2,16.7
3585,15684773,6,14,23,35,46,56,2022-05-11,1,1,30
3584,17566958,7,14,19,38,40,43,2022-05-08,3,1,26.8
3583,26688263,14,18,25,37,51,55,2022-05-06,1,1,33.3
3582,11933369,4,25,35,40,42,56,2022-05-04,0,1,33.7
3581,22994789,10,28,34,36,42,54,2022-05-01,0,0,34
3580,5490253,2,12,20,22,40,55,2022-04-29,1,0,25.2
3579,23318249,11,13,23,34,44,53,2022-04-27,4,1,29.7
3578,29426483,18,22,39,40,44,46,2022-04-24,0,3,34.8
3577,2907044,1,18,19,27,44,46,2022-04-22,1,1,25.8
3576,19322959,8,14,28,30,35,44,2022-04-20,0,1,26.5
3575,31999208,28,29,32,37,38,46,2022-04-17,2,0,35
3574,25597190,13,15,27,34,42,44,2022-04-15,1,0,29.2
3573,30194131,20,21,40,48,53,54,2022-04-13,1,1,39.3
3572,20302866,9,10,21,25,28,46,2022-04-10,0,0,23.2
3571,10769883,4,11,14,22,29,47,2022-04-08,3,0,21.2
3570,4280229,2,5,32,35,49,51,2022-04-06,2,1,29
3569,268039,1,2,22,33,45,46,2022-04-03,1,0,24.8
3568,28971643,17,24,25,36,37,38,2022-04-01,2,0,29.5
3567,32410007,35,41,42,46,47,51,2022-03-30,2,0,43.7
3566,9944219,4,6,22,40,54,56,2022-03-27,0,0,30.3
3565,4769678,2,8,11,16,27,48,2022-03-25,2,1,18.7
3564,232223,1,2,17,33,52,56,2022-03-23,2,0,26.8
3563,19537576,8,16,42,43,46,48,2022-03-20,1,1,33.8
3562,21692494,9,33,37,38,48,56,2022-03-18,1,1,36.8
3561,22729687,10,21,22,38,41,55,2022-03-16,1,1,31.2
3560,20022172,8,25,37,38,39,43,2022-03-13,2,0,31.7
3559,23671834,11,17,18,33,36,47,2022-03-11,3,0,27
3558,28357352,16,23,25,27,34,38,2022-03-09,1,0,27.2
3557,1464062,1,7,15,21,55,56,2022-03-06,1,1,25.8
3556,10075139,4,7,13,26,27,39,2022-03-04,2,0,19.3
3555,5517819,2,12,24,35,38,55,2022-03-02,1,1,27.7
3554,17330138,7,12,19,31,40,47,2022-02-27,4,0,26
3553,30607597,21,23,45,51,53,56,2022-02-25,2,0,41.5
3552,4778634,2,8,11,35,52,54,2022-02-23,2,1,27
3551,31861810,26,37,42,44,54,55,2022-02-20,1,0,43
3550,7173135,3,6,7,20,46,56,2022-02-18,2,0,23
3549,11774093,4,21,32,40,53,54,2022-02-16,1,0,34
3548,5705385,2,14,17,29,47,50,2022-02-13,4,0,26.5
3547,16326341,6,23,31,35,43,55,2022-02-11,3,0,32.2
3546,23019511,10,29,41,51,54,56,2022-02-09,2,0,40.2
3545,29533905,18,25,37,48,52,55,2022-02-06,1,1,39.2
3544,23413552,11,14,20,44,48,53,2022-02-04,2,2,31.7
3543,2591838,1,14,24,43,52,53,2022-02-02,2,0,31.2
3542,14399743,5,31,35,47,48,50,2022-01-30,3,0,36
3541,30101820,19,33,34,38,46,49,2022-01-28,1,1,36.5
3540,7321547,3,6,19,25,41,52,2022-01-26,3,1,24.3
3539,23822314,11,19,20,22,32,56,2022-01-23,2,0,26.7
3538,660825,1,4,7,21,23,29,2022-01-21,3,0,14.2
3537,15388388,6,12,15,32,46,55,2022-01-19,0,0,27.7
3536,5360822,2,11,21,22,30,35,2022-01-16,2,0,20.2
3535,569954,1,3,24,29,34,50,2022-01-14,2,1,23.5
3534,15877228,6,16,23,34,47,52,2022-01-12,2,1,29.7
3533,8028883,3,10,15,16,38,40,2022-01-09,1,0,20.3
3532,12462455,5,7,17,20,34,41,2022-01-07,4,0,20.7
3531,1743620,1,8,28,31,45,49,2022-01-05,1,0,27
3530,28873068,17,21,34,39,41,43,2022-01-02,3,1,32.5
3529,10485953,4,9,17,19,53,56,2021-12-31,3,0,26.3
3528,2701102,1,15,26,38,47,52,2021-12-29,1,0,29.8
3527,22687335,10,20,24,35,55,56,2021-12-26,0,1,33.3
3526,7599169,3,7,36,48,54,55,2021-12-24,2,1,33.8
3525,22470946,10,17,21,31,33,55,2021-12-22,2,2,27.8
3524,29169931,17,33,40,42,46,52,2021-12-19,1,0,38.3
3523,20609901,9,12,25,28,35,53,2021-12-17,1,0,27
3522,15342692,6,11,31,40,44,47,2021-12-15,3,1,29.8
3521,28585426,16,32,40,43,50,51,2021-12-12,1,3,38.7
3520,31948769,27,32,40,43,47,55,2021-12-10,2,1,40.7
3519,8633282,3,14,27,29,30,51,2021-12-08,2,1,25.7
3518,4328309,2,6,9,10,20,29,2021-12-05,2,1,12.7
3517,3675905,2,3,16,26,34,56,2021-12-03,2,1,22.8
3516,27307669,15,16,35,42,49,55,2021-12-01,0,0,35.3
3515,6317986,2,22,23,26,46,52,2021-11-28,2,1,28.5
3514,13398524,5,13,16,22,25,41,2021-11-26,3,0,20.3
3513,30113995,19,34,38,44,47,49,2021-11-24,2,0,38.5
3512,31164390,23,25,27,30,35,50,2021-11-21,1,1,31.7
3511,74002,1,2,6,14,25,52,2021-11-17,1,0,16.7
3510,18972424,8,11,39,43,44,47,2021-11-14,3,1,32
3509,3618342,2,3,11,26,37,38,2021-11-10,4,2,19.5
3508,3204328,1,23,24,37,38,41,2021-11-07,3,2,27.3
3507,28994260,17,24,33,36,37,45,2021-11-03,2,0,32
3506,5134921,2,10,13,14,18,53,2021-10-31,3,1,18.3
3505,12536323,5,7,30,38,53,56,2021-10-27,3,1,31.5
3504,1331175,1,6,26,35,42,56,2021-10-24,0,0,27.7
3503,30629328,21,24,31,33,39,41,2021-10-20,2,1,31.5
3502,10879737,4,11,34,37,39,56,2021-10-17,2,1,30.2
3501,14217575,5,23,37,45,49,53,2021-10-13,4,0,35.3
3500,26053949,13,22,24,27,38,46,2021-10-10,1,2,28.3
3499,22873203,10,24,27,28,51,55,2021-10-06,0,2,32.5
3498,31459093,24,28,36,50,52,56,2021-10-03,0,0,41
3497,6097350,2,18,23,37,43,44,2021-09-29,4,0,27.8
3496,22019430,10,13,14,20,24,33,2021-09-26,1,0,19
3495,5527301,2,12,26,41,42,45,2021-09-22,2,0,28
3494,11308898,4,15,22,24,32,48,2021-09-19,0,1,24.2
3493,29717345,19,20,22,29,51,52,2021-09-15,2,0,32.2
3492,31390303,24,25,40,45,46,56,2021-09-12,0,0,39.3
3491,18562962,8,9,16,18,36,49,2021-09-08,0,1,22.7
3490,5387051,2,11,25,37,49,50,2021-09-05,3,0,29
3489,22059915,10,13,18,24,30,52,2021-09-01,1,0,24.5
3488,6466244,2,25,36,44,46,50,2021-08-29,1,2,33.8
3487,3825349,2,4,7,24,40,50,2021-08-25,2,1,21.2
3486,6792241,3,4,14,19,45,56,2021-08-22,2,2,23.5
3485,11183393,4,14,18,32,50,55,2021-08-18,0,0,28.8
3484,563095,1,3,23,24,42,46,2021-08-15,2,2,23.2
3483,689431,1,4,9,14,24,27,2021-08-11,0,0,13.2
3482,15837704,6,16,18,19,26,52,2021-08-08,1,1,22.8
3481,1478680,1,7,16,33,47,56,2021-08-04,2,0,26.7
3480,9112376,3,20,28,37,39,48,2021-08-01,2,1,29.2
3479,4179320,2,5,14,38,39,47,2021-07-28,3,0,24.2
3478,29809785,19,21,33,42,50,55,2021-07-25,1,0,36.7
3477,29285534,18,20,23,26,34,38,2021-07-21,1,1,26.5
3476,30016354,19,27,34,36,43,46,2021-07-18,2,1,34.2
3475,23212908,11,12,27,39,48,55,2021-07-14,1,1,32
3474,17424997,7,13,16,23,37,48,2021-07-11,4,1,24
3473,16954103,7,10,11,15,41,53,2021-07-07,4,0,22.8
3472,11704353,4,20,26,36,49,51,2021-07-04,0,1,31
3471,12639588,5,8,15,23,29,49,2021-06-30,3,0,21.5
3470,23828171,11,19,20,42,47,53,2021-06-27,4,3,32
3469,8031753,3,10,15,20,47,53,2021-06-23,3,1,24.7
3468,21305089,9,20,22,31,41,55,2021-06-20,2,0,29.7
3467,10919374,4,12,15,29,30,42,2021-06-16,1,1,22
3466,26462425,14,15,32,45,47,56,2021-06-13,1,0,34.8
3465,11018472,4,12,36,40,48,53,2021-06-09,1,2,32.2
3464,17824509,7,16,40,44,45,48,2021-06-06,1,2,33.3
3463,30621822,21,24,28,34,45,48,2021-06-02,0,1,33.3
3462,17056849,7,10,21,25,38,47,2021-05-30,2,2,24.7
3461,14572635,6,7,16,21,32,50,2021-05-26,1,0,22
3460,871334,1,4,34,36,51,54,2021-05-23,0,0,30
3459,28826558,17,20,40,42,43,55,2021-05-19,2,1,36.2
3458,27924668,15,32,36,50,51,55,2021-05-16,0,3,39.8
3457,27830723,15,27,28,32,44,51,2021-05-12,0,1,32.8
3456,29034951,17,25,43,44,50,55,2021-05-09,2,2,39
3455,9154093,3,21,25,39,43,48,2021-05-05,2,1,29.8
3454,22901571,10,25,26,30,40,46,2021-05-02,0,0,29.5
3453,8952979,3,18,21,27,49,56,2021-04-28,1,1,29
3452,15614231,6,13,43,45,49,50,2021-04-25,2,1,34.3
3451,32408815,35,40,43,44,46,47,2021-04-21,2,2,42.5
3450,26406569,14,15,19,40,43,56,2021-04-18,2,2,31.2
3449,13114514,5,11,14,15,41,48,2021-04-14,3,1,22.3
3448,22273841,10,15,18,25,44,54,2021-04-11,0,1,27.7
3447,6332259,2,22,26,28,44,47,2021-04-07,2,0,28.2
3446,18577020,8,9,17,27,45,51,2021-04-04,1,0,26.2
3445,23833940,11,19,21,36,47,53,2021-03-31,4,0,31.2
3444,19133767,8,13,16,17,48,54,2021-03-28,2,0,26
3443,6122015,2,18,30,31,45,47,2021-03-24,3,0,28.8
3442,28816727,17,20,32,35,39,54,2021-03-21,1,0,32.8
3441,5135616,2,10,13,14,51,55,2021-03-17,2,0,24.2
3440,14650021,6,7,28,43,44,52,2021-03-14,2,1,30
3439,30210896,20,22,25,50,52,55,2021-03-10,0,0,37.3
3438,5147423,2,10,14,15,24,48,2021-03-07,1,2,18.8
3437,10603692,4,10,13,14,22,37,2021-03-03,2,1,16.7
3436,2341667,1,12,22,25,35,51,2021-02-28,0,0,24.3
3435,29301242,18,20,26,32,42,55,2021-02-24,0,0,32.2
3434,2087521,1,10,28,51,54,56,2021-02-21,0,1,33.3
3433,6201686,2,19,38,40,44,54,2021-02-17,2,0,32.8
3432,10062330,4,7,12,25,26,35,2021-02-14,1,0,18.2
3431,15630301,6,14,16,24,27,45,2021-02-10,0,1,22
3430,28605414,16,35,37,42,46,48,2021-02-07,1,0,37.3
3429,15016374,6,9,26,51,52,54,2021-02-03,0,0,33
3428,17913588,7,18,19,29,40,56,2021-01-31,3,0,28.2
3427,15741301,6,15,17,25,32,41,2021-01-27,2,0,22.7
3426,22207069,10,14,23,29,48,49,2021-01-24,2,1,28.8
3425,21960705,10,12,21,31,34,43,2021-01-20,2,0,25.2
3424,11813622,4,22,29,41,48,51,2021-01-17,2,2,32.5
3423,19899481,8,22,29,34,42,50,2021-01-13,1,0,30.8
3422,26999909,14,24,28,38,44,48,2021-01-10,0,1,32.7
3421,4056071,2,5,6,23,28,50,2021-01-06,3,1,19
3420,7325993,3,6,19,46,47,54,2021-01-03,3,0,29.2
3419,26142562,13,24,26,40,43,55,2020-12-30,2,1,33.5
3418,15907960,6,16,32,36,54,55,2020-12-27,0,0,33.2
3417,22337697,10,15,31,33,42,46,2020-12-23,1,0,29.5
3416,6964034,3,5,8,28,52,56,2020-12-20,2,0,25.3
3415,5173239,2,10,16,23,27,30,2020-12-16,2,0,18
3414,24520727,12,14,24,32,53,54,2020-12-13,1,0,31.5
3413,923968,1,5,8,15,25,28,2020-12-09,1,1,13.7
3412,18730801,8,10,16,27,30,56,2020-12-06,0,0,24.5
3411,9711085,4,5,22,28,41,42,2020-12-02,2,1,23.7
3410,30460875,20,31,35,40,42,53,2020-11-29,2,1,36.8
3409,27474030,15,19,20,29,32,41,2020-11-25,3,0,26
3408,5504057,2,12,22,25,30,46,2020-11-22,1,1,22.8
3407,18314628,7,25,48,51,54,56,2020-11-18,1,2,40.2
3406,15491121,6,12,44,47,48,56,2020-11-15,1,0,35.5
3405,1664619,1,8,15,40,52,54,2020-11-11,0,1,28.3
3404,2748733,1,16,19,23,24,33,2020-11-08,2,1,19.3
3403,25089354,12,22,23,38,47,54,2020-11-04,2,1,32.7
3402,17285973,7,12,14,39,48,55,2020-11-01,1,0,29.2
3401,3726245,2,3,23,26,29,46,2020-10-28,4,1,21.5
3400,2718914,1,15,33,34,46,47,2020-10-25,1,0,29.3
3399,26242310,13,27,32,43,53,54,2020-10-21,3,0,37
3398,13574116,5,14,25,30,40,49,2020-10-18,1,1,27.2
3397,6951716,3,5,8,10,27,42,2020-10-14,2,0,15.8
3396,21321814,9,20,25,40,48,52,2020-10-11,0,1,32.3
3395,21602866,9,27,33,42,49,54,2020-10-07,0,1,35.7
3394,23301591,11,13,20,44,45,49,2020-10-04,2,1,30.3
3393,26811037,14,20,25,29,34,56,2020-09-30,1,2,29.7
3392,6682337,3,4,7,8,25,34,2020-09-27,2,1,13.5
3391,9434130,3,30,32,42,45,55,2020-09-23,1,0,34.5
3390,28278721,16,21,27,29,49,50,2020-09-20,1,1,32
3389,11361028,4,16,17,18,36,53,2020-09-16,2,0,24
3388,5046005,2,9,20,31,40,54,2020-09-13,2,1,26
3387,7224826,3,6,10,26,40,51,2020-09-09,1,0,22.7
3386,27569068,15,20,27,32,35,53,2020-09-06,1,1,30.3
3385,29028617,17,25,35,36,38,49,2020-09-02,1,0,33.3
3384,18275365,7,24,34,40,53,55,2020-08-30,2,1,35.5
3383,17910230,7,18,19,22,27,43,2020-08-26,3,0,22.7
3382,28209725,16,20,23,31,41,42,2020-08-23,3,1,28.8
3381,29511768,18,25,27,31,49,52,2020-08-19,1,1,33.7
3380,23824845,11,19,20,27,44,47,2020-08-16,3,3,28
3379,9063218,3,19,32,36,44,47,2020-08-12,3,2,30.2
3378,3730426,2,3,23,44,50,51,2020-08-09,3,1,28.8
3377,14517582,6,7,11,26,35,51,2020-08-05,2,1,22.7
3376,613718,1,4,5,10,11,43,2020-08-02,3,0,12.3
3375,25499559,13,14,28,36,39,52,2020-07-29,1,0,30.3
3374,28816116,17,20,31,49,50,51,2020-07-26,2,0,36.3
3373,19329936,8,14,30,35,47,52,2020-04-01,1,2,31
3372,14654492,6,7,30,35,43,54,2020-03-29,2,1,29.2
3371,10231827,4,8,10,30,55,56,2020-03-25,0,0,27.2
3370,9405082,3,28,34,44,45,52,2020-03-22,1,0,34.3
3369,4573742,2,7,11,14,38,39,2020-03-18,3,1,18.5
3368,5201953,2,10,19,31,35,47,2020-03-15,4,0,24
3367,16624367,7,8,12,14,18,41,2020-03-11,2,1,16.7
3366,22761570,10,21,30,41,51,56,2020-03-08,1,0,34.8
3365,8824302,3,16,26,36,42,46,2020-03-04,1,0,28.2
3364,20508330,9,11,43,48,53,56,2020-03-01,3,0,36.7
3363,30251816,20,23,25,50,52,55,2020-02-26,1,0,37.5
3362,4889774,2,8,24,29,31,48,2020-02-23,3,1,23.7
3361,5059728,2,9,22,36,43,46,2020-02-19,2,0,26.3
3360,22827500,10,23,24,38,53,54,2020-02-16,2,0,33.7
3359,989549,1,5,12,26,30,40,2020-02-12,1,3,19
3358,1003688,1,5,13,30,53,56,2020-02-09,3,0,26.3
3357,10622443,4,10,14,25,32,38,2020-02-05,0,2,20.5
3356,11800438,4,22,26,27,38,46,2020-02-02,0,0,27.2
3355,13216389,5,11,28,43,44,55,2020-01-29,3,0,31
3354,27412508,15,18,21,24,32,54,2020-01-26,0,2,27.3
3353,12953622,5,10,13,15,23,54,2020-01-22,3,0,20
3352,23236534,11,12,43,47,48,49,2020-01-19,3,1,35
3351,987183,1,5,12,21,35,44,2020-01-15,1,0,19.7
3350,28566906,16,31,33,36,49,52,2020-01-12,1,0,36.2
3349,16986348,7,10,13,26,46,53,2020-01-08,3,0,25.8
3348,174286,1,2,12,22,35,36,2020-01-05,1,1,18
3347,13807947,5,17,18,35,40,49,2020-01-01,2,1,27.3
3346,26241126,13,27,32,35,39,47,2019-12-29,2,2,32.2
3345,25665540,13,16,22,32,48,50,2019-12-25,1,1,30.2
3344,10976575,4,12,22,38,39,51,2019-12-22,0,0,27.7
3343,13174970,5,11,20,28,44,56,2019-12-18,2,0,27.3
3342,3725099,2,3,22,47,49,50,2019-12-15,3,1,28.8
3341,27548432,15,20,22,44,48,56,2019-12-11,0,0,34.2
3340,31534198,24,34,41,43,45,50,2019-12-08,2,0,39.5
3339,6478034,2,26,28,44,47,56,2019-12-04,2,1,33.8
3338,29113563,17,29,32,38,43,56,2019-12-01,3,1,35.8
3337,31524931,24,33,38,40,47,48,2019-11-27,1,0,38.3
3336,16900580,7,9,22,27,44,51,2019-11-24,1,0,26.7
3335,25569206,13,15,21,37,46,52,2019-11-20,2,0,30.7
3334,12975324,5,10,14,38,39,40,2019-11-17,1,0,24.3
3333,28047876,16,17,35,42,44,48,2019-11-13,1,1,33.7
3332,29834949,19,22,26,29,41,44,2019-11-10,3,1,30.2
3331,7874537,3,9,15,36,44,52,2019-11-06,1,2,26.5
3330,21665559,9,31,32,34,52,54,2019-11-03,1,1,35.3
3329,5340002,2,11,18,23,34,48,2019-10-30,3,0,22.7
3328,9485602,3,35,36,46,47,52,2019-10-27,2,0,36.5
3327,13572315,5,14,24,50,51,53,2019-10-23,2,1,32.8
3326,12790798,5,9,13,15,38,40,2019-10-20,2,0,20
3325,11910720,4,25,26,33,41,52,2019-10-16,1,2,30.2
3324,18079764,7,20,26,41,53,55,2019-10-13,3,0,33.7
3323,20669991,9,13,16,21,30,42,2019-10-09,1,1,21.8
3322,19507425,8,16,25,50,52,56,2019-10-06,0,0,34.5
3321,3653821,2,3,14,23,28,55,2019-10-02,3,1,20.8
3320,13464677,5,13,25,44,50,55,2019-09-29,2,0,32
3319,26622439,14,17,27,39,49,54,2019-09-25,1,0,33.3
3318,14802111,6,8,20,26,29,51,2019-09-22,1,1,23.3
3317,30497931,20,35,40,41,43,45,2019-09-18,2,1,37.3
3316,13024510,5,10,20,25,31,44,2019-09-15,2,0,22.5
3315,29057104,17,26,35,45,46,48,2019-09-11,1,1,36.2
3314,4770751,2,8,11,17,43,52,2019-09-08,4,1,22.2
3313,31087215,22,33,39,43,54,55,2019-09-04,1,0,41
3312,13422710,5,13,19,20,25,38,2019-09-01,3,2,20
3311,13083400,5,10,37,38,40,46,2019-08-28,2,1,29.3
3310,1107120,1,5,28,32,43,52,2019-08-25,2,1,26.8
3309,28622410,16,39,41,47,52,53,2019-08-21,3,0,41.3
3308,19377577,8,15,19,27,34,37,2019-08-18,2,0,23.3
3307,10961651,4,12,20,28,44,46,2019-08-14,0,1,25.7
3306,22900714,10,25,26,28,31,45,2019-08-11,1,0,27.5
3305,11323742,4,15,24,38,55,56,2019-08-07,0,2,32
3304,34258,1,2,4,15,21,43,2019-08-04,2,0,14.3
3303,15471018,6,12,28,44,50,56,2019-07-31,0,0,32.7
3302,965665,1,5,10,38,48,49,2019-07-28,1,0,25.2
3301,26464680,14,15,34,36,41,44,2019-07-24,1,2,30.7
3300,8071115,3,10,19,29,41,44,2019-07-21,4,0,24.3
3299,21011198,9,16,20,30,39,40,2019-07-17,0,1,25.7
3298,6256539,2,20,34,42,45,50,2019-07-14,1,0,32.2
3297,17372392,7,12,27,31,38,40,2019-07-10,2,1,25.8
3296,32136806,29,33,40,46,48,53,2019-07-07,2,1,41.5
3295,19599066,8,17,28,34,43,48,2019-07-03,2,1,29.7
3294,31005402,22,28,29,31,55,56,2019-06-30,2,1,36.8
3293,6813569,3,4,16,21,25,29,2019-06-26,2,0,16.3
3292,16610465,7,8,11,13,24,37,2019-06-23,4,1,16.7
3291,10805403,4,11,17,41,46,53,2019-06-19,4,0,28.7
3290,27660312,15,22,25,33,34,43,2019-06-16,1,2,28.7
3289,21163786,9,18,20,22,34,41,2019-06-12,1,1,24
3288,2206557,1,11,22,26,52,53,2019-06-09,2,0,27.5
3287,15591428,6,13,28,29,31,46,2019-06-05,3,0,25.5
3286,26387141,14,15,17,27,36,40,2019-06-02,1,1,24.8
3285,28820726,17,20,34,39,42,47,2019-05-29,2,1,33.2
3284,32330645,32,41,47,48,51,56,2019-05-26,2,2,45.8
3283,12550681,5,7,41,49,51,55,2019-05-22,3,1,34.7
3282,12603961,5,8,12,21,27,47,2019-05-19,2,1,20
3281,1736925,1,8,26,32,42,44,2019-05-15,0,2,25.5
3280,21709293,9,35,42,44,55,56,2019-05-12,0,0,40.2
3279,13696354,5,15,31,40,51,52,2019-05-08,2,1,32.3
3278,24707895,12,16,23,31,33,48,2019-05-05,2,1,27.2
3277,1562511,1,7,33,41,45,55,2019-05-01,2,1,30.3
3276,1085526,1,5,23,29,30,51,2019-04-28,3,1,23.2
3275,20038844,8,26,30,40,45,47,2019-04-24,1,1,32.7
3274,10213049,4,8,9,22,35,52,2019-04-21,0,1,21.7
3273,14821071,6,8,23,28,38,44,2019-04-17,1,0,24.5
3272,25067440,12,21,30,31,45,49,2019-04-14,1,0,31.3
3271,30036798,19,28,34,36,41,42,2019-04-10,2,2,33.3
3270,14660263,6,7,33,34,36,52,2019-04-07,1,1,28
3269,10093889,4,7,15,19,42,44,2019-04-03,2,1,21.8
3268,8190036,3,11,16,19,54,56,2019-03-31,3,0,26.5
3267,18626400,8,9,24,40,45,46,2019-03-27,0,2,28.7
3266,22249005,10,14,40,46,53,55,2019-03-24,1,1,36.3
3265,29457870,18,23,32,33,39,40,2019-03-20,1,1,30.8
3264,24763379,12,17,19,26,39,49,2019-03-17,2,2,27
3263,18286494,7,25,26,39,40,46,2019-03-13,1,0,30.5
3262,20795547,9,14,17,31,42,50,2019-03-10,2,0,27.2
3261,15582673,6,13,25,37,48,53,2019-03-06,3,0,30.3
3260,21264042,9,19,26,28,34,44,2019-03-03,1,2,26.7
3259,20630659,9,12,31,34,52,56,2019-02-27,1,0,32.3
3258,2417249,1,13,16,20,28,50,2019-02-24,1,0,21.3
3257,16716906,7,8,21,29,40,51,2019-02-20,2,0,26
3256,14380827,5,30,32,34,36,43,2019-02-17,2,1,30
3255,10828065,4,11,20,36,46,54,2019-02-13,1,1,28.5
3254,785543,1,4,16,30,33,41,2019-02-10,1,0,20.8
3253,31239660,23,27,39,48,50,54,2019-02-06,1,1,40.2
3252,5196544,2,10,18,46,47,54,2019-02-03,2,1,29.5
3251,11182312,4,14,18,29,36,50,2019-01-30,1,0,25.2
3250,6918108,3,5,6,12,34,43,2019-01-27,3,0,17.2
3249,11107102,4,13,24,26,36,50,2019-01-23,1,1,25.5
3248,9472956,3,33,37,41,50,51,2019-01-20,3,0,35.8
3247,11656847,4,19,30,32,36,48,2019-01-16,1,1,28.2
3246,9972942,4,6,29,40,42,43,2019-01-13,2,0,27.3
3245,24114505,11,24,34,45,50,56,2019-01-09,1,1,36.7
3244,16353821,6,24,28,32,47,52,2019-01-06,1,0,31.5
3243,12827647,5,9,16,22,50,55,2019-01-02,1,0,26.2
3242,31875187,27,28,29,31,42,48,2018-12-30,2,1,34.2
3241,23016772,10,29,37,44,50,52,2018-12-26,2,0,37
3240,14184906,5,23,24,39,42,53,2018-12-23,3,0,31
3239,6346404,2,22,30,34,40,55,2018-12-19,1,0,30.5
3238,23289853,11,13,19,25,28,49,2018-12-16,3,0,24.2
3237,24900702,12,18,35,39,44,47,2018-12-12,1,1,32.5
3236,2050818,1,10,21,25,30,47,2018-12-09,1,0,22.3
3235,28653367,17,18,22,26,44,54,2018-12-05,1,1,30.2
3234,5436204,2,12,14,21,22,33,2018-12-02,1,0,17.3
3233,16370917,6,24,36,40,47,54,2018-11-28,1,1,34.5
3232,25013881,12,20,29,38,39,47,2018-11-25,2,1,30.8
3231,81308,1,2,6,25,39,44,2018-11-21,1,1,19.5
3230,19964034,8,24,25,49,51,52,2018-11-18,0,0,34.8
3229,4956093,2,9,11,32,35,46,2018-11-14,2,1,22.5
3228,18812652,8,10,31,38,46,49,2018-11-11,1,2,30.3
3227,2040397,1,10,19,34,49,52,2018-11-07,1,2,27.5
3226,22300891,10,15,22,25,26,34,2018-11-04,0,1,22
3225,18304393,7,25,33,35,40,45,2018-10-31,1,0,30.8
3224,10776896,4,11,15,16,41,50,2018-10-28,2,0,22.8
3223,6987019,3,5,10,14,35,54,2018-10-24,2,0,20.2
3222,27983258,16,17,19,24,47,56,2018-10-21,3,2,29.8
3221,7184336,3,6,8,12,47,56,2018-10-17,2,0,22
3220,24271090,11,32,33,38,41,50,2018-10-14,2,1,34.2
3219,28845785,17,21,25,27,32,55,2018-10-10,1,0,29.5
3218,18581338,8,9,18,19,45,49,2018-10-07,1,2,24.7
3217,20664005,9,13,15,29,45,46,2018-10-03,2,1,26.2
3216,32386351,34,39,42,44,45,48,2018-09-30,0,1,42
3215,16204724,6,21,22,33,34,54,2018-09-26,0,1,28.3
3214,25131050,12,22,48,52,53,55,2018-09-23,1,1,40.3
3213,28297804,16,21,34,43,50,52,2018-09-19,1,0,36
3212,20876564,9,14,38,40,51,55,2018-09-16,0,1,34.5
3211,28594578,16,33,40,52,53,54,2018-09-12,1,0,41.3
3210,27562847,15,20,25,39,45,47,2018-09-09,1,1,31.8
3209,9005292,3,18,38,40,42,45,2018-09-05,1,0,31
3208,14162857,5,22,29,43,49,50,2018-09-02,3,2,33
3207,14083175,5,21,22,25,32,34,2018-08-29,1,0,23.2
3206,3659488,2,3,14,45,53,56,2018-08-26,3,1,28.8
3205,18603812,8,9,20,44,46,53,2018-08-22,1,1,30
3204,12737115,5,8,33,39,49,55,2018-08-19,1,0,31.5
3203,17519767,7,13,40,42,44,51,2018-08-15,2,1,32.8
3202,25945128,13,20,22,28,35,56,2018-08-12,1,0,29
3201,7211548,3,6,9,32,33,50,2018-08-08,1,1,22.2
3200,25710608,13,16,38,43,50,51,2018-08-05,2,1,35.2
3199,27987976,16,17,19,44,45,53,2018-08-01,3,1,32.3
3198,11121066,4,13,27,31,36,45,2018-07-29,2,1,26
3197,19768831,8,20,22,25,35,36,2018-07-25,0,1,24.3
3196,21120391,9,17,25,29,30,56,2018-07-22,2,1,27.7
3195,16261704,6,22,24,33,46,56,2018-07-18,0,0,31.2
3194,16626388,7,8,12,16,32,35,2018-07-15,1,1,18.3
3193,7469092,3,7,13,14,43,44,2018-07-11,4,0,20.7
3192,31180228,23,25,32,47,50,52,2018-07-08,2,0,38.2
