CONCURSO,F1,F2,F3,F4,F5,F6,F7,FECHA,PRIMOS,REPETIDOS,MEDIA
103,2,3,5,7,8,19,39,2011-05-24,5,1,7.3
102,1,7,11,13,22,35,32,2011-05-21,3,0,14.8
101,3,4,6,17,27,34,7,2011-05-17,2,0,15.2
100,10,15,25,28,30,39,33,2011-05-14,0,1,24.5
99,3,6,17,29,30,31,28,2011-05-10,4,1,19.3
98,5,7,10,15,30,38,34,2011-05-07,2,2,17.5
97,5,6,15,20,28,31,24,2011-05-03,2,2,17.5
96,6,11,15,21,37,38,26,2011-04-30,2,1,21.3
95,4,12,19,25,31,38,24,2011-04-26,2,1,21.5
94,13,14,21,28,30,38,32,2011-04-23,1,0,24
93,15,16,23,26,29,34,13,2011-04-19,2,2,23.8
92,3,6,9,23,26,33,19,2011-04-16,2,1,16.7
91,15,16,21,26,37,39,9,2011-04-12,1,1,25.7
90,3,13,16,18,29,35,38,2011-04-09,3,1,19
89,4,5,6,18,31,33,36,2011-04-05,2,4,16.2
88,4,6,31,32,33,34,1,2011-04-02,1,1,23.3
87,3,9,19,28,31,35,8,2011-03-29,3,1,20.8
86,18,20,33,35,36,39,31,2011-03-26,0,0,30.2
85,5,11,13,15,27,37,21,2011-03-22,4,1,18
84,5,20,25,28,35,36,21,2011-03-19,1,2,24.8
83,1,5,10,13,26,28,33,2011-03-15,2,0,13.8
82,8,9,20,25,33,35,31,2011-03-12,0,0,21.7
81,4,7,15,17,23,26,24,2011-03-08,3,1,15.3
80,10,15,25,28,30,36,34,2011-03-05,0,2,24
79,10,12,16,30,33,34,11,2011-03-01,0,0,22.5
78,2,6,18,23,27,37,24,2011-02-26,3,2,18.8
77,15,16,22,27,28,37,12,2011-02-22,1,1,24.2
76,2,7,19,23,26,37,4,2011-02-19,5,0,19
75,4,10,13,15,20,21,25,2011-02-15,1,0,13.8
74,8,17,19,37,38,39,1,2011-02-12,3,0,26.3
73,12,13,25,28,32,33,38,2011-02-08,1,1,23.8
72,2,3,21,22,32,36,4,2011-02-05,2,1,19.3
71,10,15,18,28,30,36,27,2011-02-01,0,1,22.8
70,6,15,25,26,34,38,14,2011-01-29,0,0,24
69,12,17,20,24,29,33,1,2011-01-25,2,2,22.5
68,12,15,20,25,26,36,29,2011-01-22,0,1,22.3
67,1,14,16,22,23,25,7,2011-01-18,1,0,16.8
66,6,11,18,26,32,38,1,2011-01-15,1,2,21.8
65,3,6,10,15,37,38,19,2011-01-11,2,1,18.2
64,6,17,21,26,29,34,39,2011-01-08,2,1,22.2
63,5,9,10,19,21,33,36,2011-01-04,2,2,16.2
62,7,19,21,22,27,37,32,2011-01-01,3,2,22.2
61,2,8,19,22,26,38,36,2010-12-28,2,0,19.2
60,5,7,13,27,29,33,20,2010-12-25,4,0,19
59,2,10,17,23,28,37,3,2010-12-21,4,0,19.5
58,7,11,21,22,25,31,6,2010-12-18,3,0,19.5
57,5,19,30,32,35,37,8,2010-12-14,3,1,26.3
56,6,10,12,16,25,32,5,2010-12-11,0,2,16.8
55,1,4,6,10,11,18,35,2010-12-07,1,1,8.3
54,9,11,19,21,27,29,1,2010-12-04,3,0,19.3
53,13,20,25,28,30,35,15,2010-11-30,1,0,25.2
52,1,3,5,7,18,37,35,2010-11-27,4,2,11.8
51,3,7,13,16,21,39,22,2010-11-23,3,1,16.5
50,5,13,15,22,23,35,34,2010-11-20,3,1,18.8
49,2,17,35,36,37,38,10,2010-11-16,3,0,27.5
48,15,20,22,26,29,34,6,2010-11-13,1,0,24.3
47,4,8,14,17,30,39,18,2010-11-09,1,0,18.7
46,19,22,23,31,34,38,35,2010-11-06,3,1,27.8
45,13,16,23,24,29,39,28,2010-11-02,3,2,24
44,16,21,22,29,32,37,23,2010-10-30,2,1,26.2
43,6,16,19,25,30,38,22,2010-10-26,1,1,22.3
42,1,19,28,29,31,37,26,2010-10-23,4,0,24.2
41,7,10,13,15,17,21,11,2010-10-19,3,1,13.8
40,5,17,20,26,31,37,23,2010-10-16,4,1,22.7
39,8,15,18,24,26,33,29,2010-10-12,0,3,20.7
38,3,11,15,18,20,26,7,2010-10-09,2,1,15.5
37,3,4,13,24,28,32,7,2010-10-05,2,1,17.3
36,8,15,22,32,33,37,19,2010-10-02,1,1,24.5
35,9,17,18,28,37,39,2,2010-09-28,2,1,24.7
34,2,8,9,25,29,36,3,2010-09-25,2,2,18.2
33,6,9,12,16,35,36,38,2010-09-21,0,0,19
32,15,20,28,29,37,38,1,2010-09-18,2,1,27.8
31,11,16,19,20,23,34,2,2010-09-14,3,2,20.5
30,4,11,14,15,23,35,6,2010-09-11,2,1,17
29,2,4,6,13,17,20,15,2010-09-07,3,1,10.3
28,1,4,15,27,33,37,3,2010-09-04,1,2,19.5
27,4,5,9,24,29,37,17,2010-08-31,3,0,18
26,1,12,19,21,30,34,20,2010-08-28,1,0,19.5
25,11,17,24,26,28,33,38,2010-08-24,2,0,23.2
24,8,12,20,31,34,37,9,2010-08-21,2,1,23.7
23,3,17,18,20,24,38,22,2010-08-17,2,0,20
22,1,2,23,28,29,33,4,2010-08-14,3,3,19.3
21,1,8,20,23,28,35,16,2010-08-10,1,1,19.2
20,1,7,17,29,31,32,19,2010-08-07,4,0,19.5
19,11,15,35,37,38,39,24,2010-08-03,2,1,29.2
18,14,17,20,24,32,37,35,2010-07-31,2,2,24
17,12,18,21,22,32,37,19,2010-07-27,1,1,23.7
16,2,5,8,26,32,34,31,2010-07-24,2,2,17.8
15,2,10,23,32,33,39,7,2010-07-20,2,0,23.2
14,9,22,26,27,28,37,35,2010-07-17,1,0,24.8
13,1,2,4,12,17,33,8,2010-07-13,2,1,11.5
12,6,20,30,33,34,36,35,2010-07-10,0,1,26.5
11,2,6,12,25,28,31,18,2010-07-06,2,0,17.3
10,8,13,18,19,21,34,14,2010-07-03,2,0,18.8
9,9,11,15,20,31,36,23,2010-06-29,2,1,20.3
8,1,2,5,6,10,11,15,2010-06-26,3,1,5.8
7,5,16,26,31,34,35,2,2010-06-22,2,1,24.5
6,2,9,11,22,26,27,20,2010-06-19,2,0,16.2
5,1,3,7,21,24,32,13,2010-06-15,2,2,14.7
4,3,4,18,21,22,26,13,2010-06-12,1,0,15.7
3,15,16,23,27,35,37,26,2010-06-08,2,0,25.5
2,5,6,8,19,21,33,13,2010-06-05,2,2,15.3
1,6,13,14,21,25,35,37,2010-06-01,1,0,19
