CONCURSO,ID,F1,F2,F3,F4,F5,F6,F7,BOLSA,FECHA,PRIMOS,REPETIDOS,MEDIA
480,428068,1,13,17,22,25,31,23,13300000,2015-01-03,3,1,18.2
479,2686196,10,11,21,31,34,38,24,13000000,2014-12-30,2,2,24.2
478,2590404,9,13,14,34,36,38,19,12700000,2014-12-27,1,2,24.0
477,2432783,8,12,14,28,34,35,6,12400000,2014-12-23,0,0,21.8
476,829141,2,11,16,17,32,37,13,12100000,2014-12-20,4,1,19.2
475,2052507,6,11,20,25,31,39,13,11800000,2014-12-16,2,0,22.0
474,2735480,10,15,16,22,26,33,27,11500000,2014-12-13,0,3,20.3
473,2678725,10,11,16,17,19,26,14,11200000,2014-12-09,3,0,16.5
472,526415,2,3,8,12,30,33,27,10900000,2014-12-06,2,0,14.7
471,129284,1,4,5,17,24,34,6,10600000,2014-12-02,2,0,14.2
470,2161633,7,8,10,20,21,25,6,10300000,2014-11-29,1,1,15.2
469,676854,2,6,11,12,17,21,4,10000000,2014-11-25,3,1,11.5
468,970140,3,4,12,14,19,20,34,9700000,2014-11-22,2,2,12.0
467,1574778,4,14,15,21,24,31,9,9400000,2014-11-18,1,0,18.2
466,321456,1,8,16,17,20,30,13,9100000,2014-11-15,1,0,15.3
465,2777170,10,21,23,32,34,39,29,8800000,2014-11-11,1,2,26.5
464,2881633,11,24,25,27,32,34,23,8500000,2014-11-08,1,0,25.5
463,85853,1,3,7,12,18,37,21,8200000,2014-11-04,3,1,13.0
462,619369,2,5,7,9,19,35,34,7900000,2014-11-01,4,1,12.8
461,818813,2,10,29,31,36,37,38,7600000,2014-10-28,4,0,24.2
460,1570833,4,13,22,24,33,39,27,7300000,2014-10-25,1,1,22.5
459,2787170,10,29,30,32,33,34,38,7000000,2014-10-21,1,1,28.0
458,2629522,9,16,19,21,33,38,30,6750000,2014-10-18,1,0,22.7
457,2386005,8,10,11,20,22,37,14,6500000,2014-10-14,2,1,18.0
456,1325519,4,5,8,9,21,29,31,5000000,2014-10-11,2,1,12.7
455,385975,1,11,12,29,33,37,32,5500000,2014-10-07,3,0,20.5
454,1967599,6,8,13,14,15,20,12,5000000,2014-10-04,1,1,12.7
453,2128303,6,17,28,30,36,38,33,9500000,2014-09-30,1,1,25.8
452,2072581,6,12,24,25,33,39,26,9000000,2014-09-27,0,1,23.2
451,1702385,5,7,14,19,21,24,33,8500000,2014-09-23,3,2,15.0
450,2948267,12,19,22,24,35,38,36,8000000,2014-09-20,1,2,25.0
449,2791742,11,12,14,22,26,36,4,7500000,2014-09-16,1,0,20.2
448,1180637,3,10,13,24,31,33,26,7000000,2014-09-13,3,3,19.0
447,2544696,9,10,19,24,25,33,12,6500000,2014-09-09,1,2,20.0
446,398140,1,11,19,23,24,27,20,6000000,2014-09-06,3,1,17.5
445,1802495,5,11,13,16,18,26,37,5500000,2014-09-02,3,1,14.8
444,3254707,24,25,26,28,31,38,10,5000000,2014-08-30,1,1,28.7
443,1441770,4,8,9,25,34,36,24,9500000,2014-08-26,0,3,19.3
442,1353116,4,5,17,22,25,34,36,9000000,2014-08-23,2,2,17.8
441,40617,1,2,10,17,22,38,8,8500000,2014-08-19,2,0,15.0
440,3243724,21,29,31,34,36,39,38,8000000,2014-08-16,2,1,31.7
439,262381,1,6,23,25,30,34,2,7500000,2014-08-12,1,1,19.8
438,2829140,11,14,21,24,25,32,6,7000000,2014-08-09,1,0,21.2
437,2620447,9,15,19,20,26,34,22,6500000,2014-08-05,1,0,20.5
436,1958522,6,8,10,13,16,21,15,6000000,2014-08-02,1,0,12.3
435,2271049,7,12,20,22,25,34,30,5500000,2014-07-29,1,2,20.0
434,982889,3,4,18,19,20,25,36,5000000,2014-07-26,2,0,14.8
433,3245710,22,23,30,32,35,37,2,7500000,2014-07-22,2,0,29.8
432,1490620,4,9,18,26,27,39,10,7000000,2014-07-19,0,3,20.5
431,778753,2,9,13,17,26,27,28,6500000,2014-07-15,3,2,15.7
430,576037,2,4,7,19,27,35,13,6000000,2014-07-12,3,0,15.7
429,425734,1,13,16,17,31,34,8,5500000,2014-07-08,3,1,18.7
428,3053828,14,17,19,24,28,33,9,5000000,2014-07-05,2,1,22.5
427,1385943,4,6,13,19,25,36,17,11500000,2014-07-01,2,0,17.2
426,471446,1,17,20,26,38,39,37,11000000,2014-06-28,1,1,23.5
425,409124,1,12,15,18,23,27,16,10500000,2014-06-24,1,2,16.0
424,69468,1,3,4,12,19,32,16,10000000,2014-06-21,2,0,11.8
423,2828019,11,14,20,21,30,33,28,9500000,2014-06-17,1,0,21.5
422,2459546,8,13,25,34,36,37,27,9000000,2014-06-14,2,1,25.5
421,2504344,8,18,24,27,28,30,23,8500000,2014-06-10,0,1,22.5
420,1429344,4,7,17,18,25,32,5,8000000,2014-06-07,2,0,17.2
419,2662569,9,22,31,33,37,39,3,7500000,2014-06-03,2,0,28.5
418,2262131,7,12,14,21,25,26,29,7000000,2014-05-31,1,1,17.5
417,1660861,5,6,12,16,19,28,27,6500000,2014-05-27,2,2,14.3
416,2113677,6,16,17,25,29,34,27,6000000,2014-05-24,2,3,21.2
415,1317117,4,5,6,12,17,25,21,5500000,2014-05-20,2,1,11.5
414,162702,1,4,14,16,20,23,38,5000000,2014-05-17,1,0,13.0
413,2518909,8,22,25,27,32,36,34,8000000,2014-05-13,0,0,25.0
412,1426158,4,7,15,19,21,29,12,7500000,2014-05-10,3,0,15.8
411,853226,2,12,20,35,36,39,38,7000000,2014-05-06,1,0,24.0
410,449976,1,15,16,23,29,37,4,6500000,2014-05-03,3,0,20.2
409,2473187,8,14,33,34,38,39,22,6000000,2014-04-29,0,1,27.7
408,1278969,3,16,23,25,31,38,37,5500000,2014-04-26,3,0,22.7
407,2393580,8,10,14,18,32,33,17,5000000,2014-04-22,0,1,19.2
406,1259095,3,14,22,27,35,39,38,5000000,2014-04-19,1,0,23.3
405,2076687,6,13,15,16,19,38,4,13500000,2014-04-15,2,1,17.8
404,2470797,8,14,22,32,38,39,13,12500000,2014-04-12,0,1,25.5
403,2281340,7,13,16,24,37,39,28,12000000,2014-04-08,3,2,22.7
402,382467,1,10,26,35,37,39,17,11000000,2014-04-05,1,2,24.7
401,2226509,7,10,15,24,26,31,38,10500000,2014-04-01,2,2,18.8
400,2671006,10,11,12,22,26,30,15,10000000,2014-03-29,1,0,18.5
399,1080671,3,7,8,19,20,31,38,9500000,2014-03-25,4,2,14.7
398,2194207,7,9,12,15,22,31,30,9000000,2014-03-22,2,0,16.0
397,2876360,11,21,26,27,33,34,38,8500000,2014-03-18,1,1,25.3
396,2938077,12,17,23,25,33,36,38,8000000,2014-03-15,2,1,24.3
395,2284577,7,13,18,30,36,37,10,7500000,2014-03-11,3,2,23.5
394,1768645,5,9,18,23,32,37,1,7000000,2014-03-08,3,1,20.7
393,2405465,8,10,23,26,33,38,25,6500000,2014-03-04,1,0,23.0
392,1804548,5,11,14,15,18,32,2,6000000,2014-03-01,2,2,15.8
391,94091,1,3,9,11,20,32,17,5500000,2014-02-25,2,0,12.7
390,1895538,5,18,23,34,37,38,29,5000000,2014-02-22,3,3,25.8
389,3204958,18,24,28,31,34,37,7,5000000,2014-02-18,2,2,28.7
388,2189858,7,9,10,26,31,37,33,22000000,2014-02-15,3,3,20.0
387,1051943,3,6,10,16,31,37,19,21000000,2014-02-11,3,2,17.2
386,1253214,3,14,17,19,31,35,27,20000000,2014-02-08,4,2,19.8
385,3209330,19,20,22,24,27,35,7,19000000,2014-02-04,1,0,24.5
384,3029992,13,25,28,31,34,36,15,18000000,2014-02-01,2,1,27.8
383,1126635,3,8,12,22,28,39,16,17000000,2014-01-28,1,0,18.7
382,50097,1,2,13,20,31,38,11,16000000,2014-01-25,3,2,17.5
381,1345441,4,5,13,21,38,39,19,15000000,2014-01-21,2,1,20.0
380,1392945,4,6,16,26,30,34,22,14000000,2014-01-18,0,1,19.3
379,1425400,4,7,14,32,37,38,16,13000000,2014-01-14,2,2,22.0
378,2219816,7,10,12,26,32,36,17,12000000,2014-01-11,1,1,20.5
377,1265818,3,15,18,24,27,36,23,11000000,2014-01-07,1,0,20.5
376,1531919,4,11,16,25,29,39,30,10500000,2014-01-04,2,0,20.7
375,840671,2,12,13,18,21,34,19,10000000,2013-12-31,2,3,16.7
374,2916991,12,15,18,20,21,28,29,9500000,2013-12-28,0,3,19.0
373,46998,1,2,12,18,21,25,26,9000000,2013-12-24,1,2,13.2
372,603972,2,4,16,25,33,38,28,8500000,2013-12-21,1,0,19.7
371,2853368,11,17,18,28,31,36,33,8000000,2013-12-17,3,1,23.5
370,2751566,10,16,22,35,36,38,27,7500000,2013-12-14,0,1,26.2
369,327270,1,8,20,21,27,36,12,7000000,2013-12-10,0,1,18.8
368,2727736,10,14,18,22,27,33,13,6500000,2013-12-07,0,1,20.7
367,3044116,14,16,17,25,26,38,15,6000000,2013-12-03,1,3,22.7
366,3134173,16,17,25,28,36,39,38,5500000,2013-11-30,1,0,26.8
365,3061983,14,18,21,29,34,38,33,5000000,2013-11-26,1,1,25.7
364,2454773,8,13,19,21,23,31,17,6000000,2013-11-23,4,1,19.2
363,2014160,6,10,11,17,23,34,37,5500000,2013-11-19,3,1,16.8
362,1044613,3,6,8,18,26,30,35,5000000,2013-11-16,1,1,15.2
361,2514078,8,20,27,29,32,39,5,8500000,2013-11-12,1,2,25.8
360,494394,1,22,25,26,27,32,23,8000000,2013-11-09,0,1,22.2
359,1843269,5,13,17,18,32,35,8,7500000,2013-11-05,3,1,20.0
358,1995126,6,9,13,14,20,37,38,7000000,2013-11-02,2,0,16.5
357,411486,1,12,16,21,28,39,24,6500000,2013-10-29,0,2,19.5
356,150120,1,4,10,11,21,29,2,6000000,2013-10-26,2,1,12.7
355,20502,1,2,6,8,23,31,39,5500000,2013-10-22,3,1,11.8
354,435112,1,13,25,32,34,35,19,5000000,2013-10-19,1,0,23.3
353,2342467,7,20,23,24,28,33,12,9500000,2013-10-15,2,2,22.5
352,3224059,20,21,22,24,31,38,33,9000000,2013-10-12,1,0,26.0
351,2832111,11,14,27,29,32,33,13,8500000,2013-10-08,2,1,24.3
350,2790137,11,12,13,31,34,39,21,8000000,2013-10-05,3,0,23.3
349,1044474,3,6,8,17,33,38,16,7500000,2013-10-01,2,1,17.5
348,1855554,5,14,16,28,33,39,27,7000000,2013-09-28,1,1,22.5
347,1192354,3,10,21,23,25,28,22,6500000,2013-09-24,2,0,18.3
346,1385381,4,6,13,16,32,35,33,6000000,2013-09-21,1,0,17.7
345,122430,1,3,22,29,33,34,25,5500000,2013-09-17,2,1,20.3
344,1552495,4,12,18,27,31,34,2,5000000,2013-09-14,1,0,21.0
343,2658890,9,21,24,33,36,37,18,17500000,2013-09-10,1,2,26.7
342,1336921,4,5,10,24,26,37,9,17000000,2013-09-07,2,1,17.7
341,2889159,12,13,15,20,26,38,1,16000000,2013-09-03,1,0,20.7
340,929348,2,22,23,24,31,39,27,15000000,2013-08-31,3,1,23.5
339,1895634,5,18,24,25,35,38,4,14000000,2013-08-27,1,0,24.2
338,387007,1,11,13,17,21,27,29,13000000,2013-08-24,3,1,15.0
337,2070716,6,12,21,24,25,36,20,12000000,2013-08-20,0,1,20.7
336,1094561,3,7,12,18,34,35,30,11500000,2013-08-17,2,0,18.2
335,2420687,8,11,17,31,36,38,37,11000000,2013-08-13,3,0,23.5
334,671962,2,6,9,20,21,25,35,10500000,2013-08-10,1,0,13.8
333,1457767,4,8,15,19,33,35,9,10000000,2013-08-06,1,1,19.0
332,605834,2,4,17,31,37,38,11,9500000,2013-08-03,4,1,21.5
331,2818247,11,13,23,32,37,39,9,9000000,2013-07-30,4,1,25.8
330,2203892,7,9,16,19,30,37,14,8500000,2013-07-27,3,1,19.7
329,39797,1,2,10,14,19,32,8,8000000,2013-07-23,2,1,13.0
328,3228147,20,22,25,29,31,32,8,7500000,2013-07-20,2,1,26.5
327,1099146,3,7,14,17,24,25,37,7000000,2013-07-16,3,2,15.0
326,1950861,6,7,22,25,27,31,38,6500000,2013-07-13,2,1,19.7
325,1815111,5,11,20,25,26,29,14,6000000,2013-07-09,3,1,19.3
324,2720098,10,13,24,26,27,31,1,5500000,2013-07-06,2,2,21.8
323,282485,1,7,12,24,27,29,25,5000000,2013-07-02,2,2,16.7
322,161496,1,4,13,21,29,36,30,7500000,2013-06-29,2,2,17.3
321,2596957,9,13,18,29,35,39,34,7000000,2013-06-25,2,1,23.8
320,1355995,4,5,19,25,36,39,9,6500000,2013-06-22,2,1,21.3
319,299486,1,7,25,31,32,37,24,6000000,2013-06-18,3,0,22.2
318,932757,2,23,27,28,29,30,18,5500000,2013-06-15,3,1,23.2
317,1432523,4,7,19,22,30,36,33,5000000,2013-06-11,2,0,19.7
316,3204820,18,24,27,32,35,39,38,7000000,2013-06-08,0,1,29.2
315,3022681,13,21,25,29,32,37,3,6500000,2013-06-04,3,1,26.2
314,431694,1,13,20,23,31,35,10,6000000,2013-06-01,3,0,20.5
313,2111429,6,15,25,29,37,39,13,5500000,2013-05-28,2,1,25.2
312,452148,1,15,18,19,21,27,36,5000000,2013-05-25,1,1,16.8
311,1835345,5,12,24,27,28,35,26,8000000,2013-05-21,1,0,21.8
310,2214641,7,10,11,14,16,32,13,7500000,2013-05-18,2,1,15.0
309,1002573,3,5,8,14,17,33,18,7000000,2013-05-14,3,0,13.3
308,2050302,6,11,18,24,31,34,33,6500000,2013-05-11,2,1,20.7
307,1424609,4,7,14,21,34,37,26,6000000,2013-05-07,2,1,19.5
306,813952,2,10,19,26,37,39,4,5500000,2013-05-04,3,1,22.2
305,823531,2,11,13,20,24,35,10,5000000,2013-04-30,3,1,17.5
304,385173,1,11,12,21,23,36,14,10000000,2013-04-27,2,0,17.3
303,1252841,3,14,16,35,37,39,30,9500000,2013-04-23,2,1,24.0
302,579321,2,4,8,14,23,38,11,9000000,2013-04-20,2,1,14.8
301,1816467,5,11,22,23,31,35,7,8500000,2013-04-16,4,0,21.2
300,1286805,3,17,24,26,30,34,20,8000000,2013-04-13,2,2,22.3
299,3166590,17,18,25,31,34,35,16,7500000,2013-04-09,2,1,26.7
298,1866247,5,15,16,30,31,38,20,7000000,2013-04-06,2,1,22.5
297,931006,2,22,27,29,31,37,13,6500000,2013-04-02,4,2,24.7
296,64597,1,2,24,31,32,33,20,6000000,2013-03-30,2,0,20.5
295,2837052,11,15,18,26,28,38,6,5500000,2013-03-26,1,2,22.7
294,3010759,13,18,25,27,28,30,12,5000000,2013-03-23,1,0,23.5
293,542436,2,3,12,21,29,39,23,21000000,2013-03-19,3,1,17.7
292,2456826,8,13,21,23,24,28,12,20000000,2013-03-16,2,1,19.5
291,2730315,10,14,20,27,28,32,22,19000000,2013-03-12,0,2,21.8
290,884221,2,14,28,29,30,37,7,18000000,2013-03-09,3,0,23.3
289,454116,1,15,19,24,32,38,28,17000000,2013-03-05,1,0,21.5
288,2002845,6,9,16,21,31,34,3,16000000,2013-03-02,1,1,19.5
287,167748,1,4,16,22,32,33,7,15000000,2013-02-26,0,1,18.0
286,1918295,6,7,8,10,16,27,29,14000000,2013-02-23,1,1,12.3
285,724204,2,7,15,17,25,37,29,13000000,2013-02-19,4,1,17.2
284,4310,1,2,3,13,18,19,15,12000000,2013-02-16,4,2,9.3
283,123821,1,3,25,29,35,37,7,11000000,2013-02-12,3,1,21.7
282,2484482,8,16,17,21,26,37,23,10500000,2013-02-09,2,1,20.8
281,3037249,14,15,19,21,24,35,31,10000000,2013-02-05,1,0,21.3
280,671519,2,6,9,17,30,36,25,9500000,2013-02-02,2,0,16.7
279,1268818,3,15,21,25,26,32,22,9000000,2013-01-29,1,0,20.3
278,2865500,11,18,33,34,35,36,2,8500000,2013-01-26,1,2,27.8
277,2422525,8,11,19,22,34,37,25,8000000,2013-01-22,3,0,21.8
276,1575406,4,14,15,26,33,39,6,7500000,2013-01-19,0,0,21.8
275,1288313,3,17,30,31,37,38,35,7000000,2013-01-15,4,0,26.0
274,2770912,10,19,25,28,32,39,3,6500000,2013-01-12,1,1,25.5
273,1791126,5,10,17,24,27,37,19,6000000,2013-01-08,3,1,20.0
272,218522,1,5,19,26,31,34,13,5500000,2013-01-05,3,1,19.3
271,1681830,5,7,8,12,23,36,14,5000000,2013-01-01,3,2,15.2
270,1825010,5,12,15,18,32,37,25,25000000,2012-12-29,2,2,19.8
269,1454831,4,8,14,15,29,37,2,24500000,2012-12-25,2,1,17.8
268,41677,1,2,10,23,28,37,19,23500000,2012-12-22,3,2,16.8
267,2211585,7,9,23,24,28,29,33,22500000,2012-12-18,3,0,20.0
266,1386795,4,6,13,25,33,36,16,21500000,2012-12-15,1,2,19.5
265,1663081,5,6,13,14,29,32,2,20500000,2012-12-11,3,1,16.5
264,2291698,7,14,15,20,35,37,12,19500000,2012-12-08,2,1,21.3
263,2012419,6,9,30,35,38,39,8,18500000,2012-12-04,0,1,26.2
262,1357068,4,5,20,27,30,32,14,17500000,2012-12-01,1,0,19.7
261,3159450,16,25,29,34,36,38,31,16500000,2012-11-27,1,1,29.7
260,1674625,5,6,19,21,25,33,10,16000000,2012-11-24,2,0,18.2
259,717930,2,7,12,20,34,35,11,15000000,2012-11-20,2,0,18.3
258,2560084,9,11,16,17,26,28,38,14000000,2012-11-17,2,1,17.8
257,1127995,3,8,13,16,19,25,31,13000000,2012-11-13,3,2,14.0
256,997737,3,5,7,13,15,37,2,12000000,2012-11-10,5,0,13.3
255,2491218,8,16,24,30,32,34,38,11500000,2012-11-06,0,0,24.0
254,593161,2,4,12,14,19,33,6,11000000,2012-11-03,2,2,14.0
253,1482734,4,9,14,17,31,34,25,10500000,2012-10-30,2,0,18.2
252,1295086,3,19,20,25,37,39,6,10000000,2012-10-27,3,1,23.8
251,463404,1,16,19,32,35,36,14,9500000,2012-10-23,1,3,23.2
250,1393234,4,6,16,32,36,39,14,9000000,2012-10-20,0,1,22.2
249,2043668,6,11,14,24,37,38,4,8500000,2012-10-16,2,1,21.7
248,1322658,4,5,7,14,15,26,36,8000000,2012-10-13,2,1,11.8
247,1495225,4,9,24,25,36,39,17,7500000,2012-10-09,0,1,22.8
246,2723773,10,14,15,31,33,36,29,7000000,2012-10-06,1,1,23.2
245,1617822,4,18,25,26,36,37,15,6500000,2012-10-02,1,1,24.3
244,863308,2,13,17,18,24,38,37,6000000,2012-09-29,3,1,18.7
243,2441187,8,12,20,24,25,36,3,5500000,2012-09-25,0,1,20.8
242,1240626,3,13,17,20,22,34,25,5000000,2012-09-22,3,1,18.2
241,909585,2,17,23,30,33,38,18,21000000,2012-09-18,3,0,23.8
240,2763968,10,18,21,27,35,39,8,20000000,2012-09-15,0,2,25.0
239,554750,2,3,18,30,31,39,32,19000000,2012-09-11,3,0,20.5
238,1993681,6,9,12,19,20,32,11,18000000,2012-09-08,1,1,16.3
237,1654815,5,6,10,16,29,38,30,17000000,2012-09-04,2,1,17.3
236,2630526,9,16,20,22,24,27,28,16000000,2012-09-01,0,1,19.7
235,2114243,6,16,18,19,30,37,38,15000000,2012-08-28,2,0,21.0
234,508113,2,3,4,25,34,39,8,14000000,2012-08-25,2,0,17.8
233,3184473,17,24,27,32,36,38,15,13000000,2012-08-21,1,0,29.0
232,2169750,7,8,13,16,29,35,9,12500000,2012-08-18,3,0,18.0
231,155786,1,4,11,20,26,37,38,11500000,2012-08-14,2,1,16.5
230,1590364,4,15,18,23,29,34,25,11000000,2012-08-11,2,1,20.5
229,2979383,13,15,16,17,24,33,31,10500000,2012-08-07,2,2,19.7
228,249914,1,6,14,15,33,36,22,10000000,2012-08-04,0,1,17.5
227,3151974,16,21,25,29,34,36,10,9500000,2012-07-31,1,1,26.8
226,2222325,7,10,13,25,30,38,22,9000000,2012-07-28,2,1,20.5
225,28957,1,2,7,20,21,33,6,8500000,2012-07-24,2,0,14.0
224,1477655,4,9,12,17,18,37,20,8000000,2012-07-21,2,2,16.2
223,305182,1,8,10,12,20,37,39,7500000,2012-07-17,1,1,14.7
222,2483956,8,16,17,18,25,38,4,7000000,2012-07-14,1,1,20.3
221,2171331,7,8,13,27,33,35,4,6500000,2012-07-10,2,0,20.5
220,1171490,3,9,26,29,38,39,14,6000000,2012-07-07,2,0,24.0
219,1591836,4,15,19,27,28,36,7,5500000,2012-07-03,1,0,21.5
218,1090512,3,7,11,14,21,24,2,5000000,2012-06-30,3,0,13.3
217,2085271,6,13,20,29,35,37,5,5000000,2012-06-26,3,2,23.3
216,983349,3,4,18,21,29,35,37,9500000,2012-06-23,2,0,18.3
215,2004264,6,9,17,20,37,39,1,9000000,2012-06-19,2,3,21.3
214,1049635,3,6,9,24,38,39,36,8500000,2012-06-16,1,0,19.8
213,2999175,13,17,18,21,26,34,27,8000000,2012-06-12,2,1,21.5
212,1939101,6,7,14,16,21,35,36,7500000,2012-06-09,1,1,16.5
211,2269431,7,12,18,27,28,29,4,7000000,2012-06-05,2,1,20.2
210,2476533,8,15,18,19,20,30,2,6500000,2012-06-02,1,1,18.3
209,1206679,3,11,16,20,29,36,8,6000000,2012-05-29,3,0,19.2
208,2957640,12,21,28,31,33,35,39,5500000,2012-05-26,1,0,26.7
207,2341757,7,20,22,23,24,38,29,5000000,2012-05-22,2,1,22.3
206,3254190,23,29,30,32,34,37,22,5000000,2012-05-19,3,1,30.8
205,2371293,8,9,15,16,22,29,3,8500000,2012-05-15,1,0,16.5
204,661580,2,6,7,12,30,37,4,8000000,2012-05-12,3,1,15.7
203,1955701,6,8,9,15,34,35,25,7500000,2012-05-08,0,1,17.8
202,1710913,5,7,19,23,32,35,1,7000000,2012-05-05,4,2,20.2
201,2303354,7,15,16,17,20,32,26,6500000,2012-05-01,2,1,17.8
200,2654618,9,20,22,27,37,38,30,6000000,2012-04-28,1,0,25.5
199,1259322,3,14,23,24,25,26,35,5500000,2012-04-24,2,0,19.2
198,1649044,5,6,9,10,15,35,32,5000000,2012-04-21,1,0,13.3
197,1294044,3,18,28,30,32,36,33,31000000,2012-04-17,1,1,24.5
196,2163822,7,8,11,15,19,30,33,30000000,2012-04-14,3,2,15.0
195,3110197,15,19,23,24,29,33,3,29000000,2012-04-10,3,0,23.8
194,1724509,5,8,11,13,18,25,4,28000000,2012-04-07,3,2,13.3
193,2846138,11,16,18,30,32,33,14,26500000,2012-04-03,1,0,23.3
192,817441,2,10,24,27,28,36,39,25500000,2012-03-31,1,1,21.2
191,466127,1,16,23,26,28,34,12,24500000,2012-03-27,1,2,21.3
190,1836526,5,12,28,29,34,36,39,23500000,2012-03-24,2,2,24.0
189,1654559,5,6,10,15,29,35,9,22500000,2012-03-20,2,2,16.7
188,2694153,10,12,14,31,34,35,11,21500000,2012-03-17,1,0,22.7
187,1110128,3,7,21,27,29,37,15,20500000,2012-03-13,4,2,20.7
186,298029,1,7,22,29,30,38,8,19500000,2012-03-10,2,0,21.2
185,2388301,8,10,12,17,19,33,16,18500000,2012-03-06,2,1,16.5
184,1146404,3,9,10,15,22,29,31,17500000,2012-03-03,2,1,14.7
183,802694,2,10,13,18,24,34,19,16500000,2012-02-28,2,0,16.8
182,2605822,9,14,16,20,27,33,38,15500000,2012-02-25,0,1,19.8
181,1407602,4,7,9,12,21,37,39,14500000,2012-02-21,2,1,15.0
180,153202,1,4,10,26,27,34,15,13500000,2012-02-18,0,1,17.0
179,1603482,4,16,23,24,28,37,1,12500000,2012-02-14,2,1,22.0
178,2078647,6,13,15,36,37,39,26,11500000,2012-02-11,2,0,24.3
177,874692,2,14,16,19,32,38,1,10500000,2012-02-07,2,1,20.2
176,1031241,3,5,19,24,31,33,39,10000000,2012-02-04,4,2,19.2
175,470611,1,17,19,29,31,35,4,9500000,2012-01-31,4,1,22.0
174,390079,1,11,14,21,24,27,17,9000000,2012-01-28,1,0,16.3
173,775768,2,9,12,16,17,26,36,8500000,2012-01-24,2,2,13.7
172,17944,1,2,5,17,20,25,22,8000000,2012-01-21,3,0,11.7
171,1139196,3,8,19,21,28,31,25,7500000,2012-01-17,3,1,18.3
170,1398292,4,6,21,22,25,35,27,7000000,2012-01-14,0,1,18.8
169,507947,2,3,4,24,26,32,7,6500000,2012-01-10,2,2,15.2
168,786022,2,9,16,24,37,39,11,6000000,2012-01-07,2,1,21.2
167,1278208,3,16,22,23,31,33,28,5500000,2012-01-03,3,1,21.3
166,979163,3,4,15,25,29,38,19,5000000,2011-12-31,2,2,19.0
165,1613442,4,18,19,21,34,38,27,8500000,2011-12-27,1,0,22.3
164,61687,1,2,20,24,32,33,28,8000000,2011-12-24,1,0,18.7
163,2040915,6,11,13,21,25,36,19,7500000,2011-12-20,2,2,18.7
162,2837602,11,15,19,21,24,28,34,7000000,2011-12-17,2,1,19.7
161,1284148,3,17,20,24,33,36,6,6500000,2011-12-13,2,5,22.2
160,1301809,3,20,24,33,35,36,10,6000000,2011-12-10,1,0,25.2
159,246732,1,6,12,26,30,37,19,5500000,2011-12-06,1,1,18.7
158,366467,1,10,13,17,18,19,35,5000000,2011-12-03,3,1,13.0
157,3178557,17,21,26,28,36,37,31,11000000,2011-11-29,2,1,27.5
156,1678109,5,6,23,25,26,27,35,10000000,2011-11-26,2,1,18.7
155,1604792,4,16,25,33,37,39,30,9500000,2011-11-22,1,1,25.7
154,129597,1,4,5,18,35,38,36,9000000,2011-11-19,1,1,16.8
153,2643609,9,18,19,32,34,39,13,8500000,2011-11-15,1,1,25.2
152,2695714,10,12,15,24,26,39,34,8000000,2011-11-12,0,0,21.0
151,1694201,5,7,11,17,23,32,36,7500000,2011-11-08,5,0,15.8
150,1621317,4,19,22,27,30,33,28,7000000,2011-11-05,1,2,22.5
149,708947,2,7,9,30,32,33,13,6500000,2011-11-01,2,1,18.8
148,2451180,8,13,16,24,27,33,9,6000000,2011-10-29,1,1,20.2
147,2434166,8,12,15,21,36,38,35,5500000,2011-10-25,0,1,21.7
146,1786495,5,10,15,16,27,33,3,5000000,2011-10-22,1,1,17.7
145,872396,2,14,15,17,22,28,21,11000000,2011-10-18,2,1,16.3
144,1550565,4,12,17,21,30,38,25,10000000,2011-10-15,1,0,20.3
143,1960624,6,8,10,22,26,28,30,9500000,2011-10-11,0,0,16.7
142,952877,3,4,7,18,31,35,22,9000000,2011-10-08,3,1,16.3
141,3133206,16,17,23,26,31,37,12,8500000,2011-10-04,4,1,25.0
140,3142888,16,19,21,27,36,38,14,8000000,2011-10-01,1,1,26.2
139,705782,2,7,9,11,38,39,27,7500000,2011-09-27,3,1,17.7
138,236855,1,6,9,26,28,34,17,7000000,2011-09-24,0,2,17.3
137,786924,2,9,17,20,23,34,39,6500000,2011-09-20,3,0,17.5
136,293819,1,7,18,22,26,35,34,6000000,2011-09-17,1,1,18.2
135,262266,1,6,23,24,28,29,12,5500000,2011-09-13,2,0,18.5
134,2484016,8,16,17,18,31,35,32,5000000,2011-09-10,2,1,20.8
133,2482957,8,15,26,28,37,39,4,33000000,2011-09-06,1,1,25.5
132,433163,1,13,22,23,28,35,18,32000000,2011-09-03,2,1,20.3
131,822962,2,11,13,17,24,37,18,30000000,2011-08-30,5,1,17.3
130,325361,1,8,18,22,36,37,34,29000000,2011-08-27,1,1,20.3
129,878142,2,14,18,23,32,38,5,28000000,2011-08-23,2,1,21.2
128,2238830,7,11,12,16,38,39,19,27000000,2011-08-20,2,2,20.5
127,2575532,9,12,15,16,20,21,13,26000000,2011-08-16,0,1,15.5
126,457878,1,15,24,28,31,37,29,25000000,2011-08-13,2,1,22.7
125,3042470,14,15,27,32,33,35,3,23000000,2011-08-09,0,1,26.0
124,211049,1,5,15,16,17,30,3,22000000,2011-08-06,2,1,14.0
123,821848,2,11,12,29,30,34,18,21000000,2011-08-02,3,3,19.7
122,774452,2,9,11,25,30,33,6,20000000,2011-07-30,2,2,18.3
121,2609217,9,14,18,24,28,33,22,19000000,2011-07-26,0,0,21.0
